Jour;Datation;Date_Format_1;Demiheure;Flux;Poids;Commande
Mardi;29/08/2023;20230829;19:00:00;Help Desk;1%;0,154571003
Mardi;29/08/2023;20230829;19:30:00;Help Desk;0%;0,056207638
Mardi;29/08/2023;20230829;20:00:00;Help Desk;0%;0,020664573
Mardi;29/08/2023;20230829;20:30:00;Help Desk;0%;0,006612663
Mardi;29/08/2023;20230829;21:00:00;Help Desk;0%;0
Mardi;29/08/2023;20230829;21:30:00;Help Desk;0%;0
Mercredi;30/08/2023;20230830;08:00:00;HLB;0%;0,309124599
Mercredi;30/08/2023;20230830;08:30:00;HLB;0%;0,978894563
Mercredi;30/08/2023;20230830;09:00:00;HLB;1%;5,529895603
Mercredi;30/08/2023;20230830;09:30:00;HLB;5%;20,28200841
Mercredi;30/08/2023;20230830;10:00:00;HLB;8%;30,67202965
Mercredi;30/08/2023;20230830;10:30:00;HLB;8%;28,97184435
Mercredi;30/08/2023;20230830;11:00:00;HLB;7%;26,15537579
Mercredi;30/08/2023;20230830;11:30:00;HLB;6%;24,02585077
Mercredi;30/08/2023;20230830;12:00:00;HLB;4%;14,35712026
Mercredi;30/08/2023;20230830;12:30:00;HLB;2%;9,033307724
Mercredi;30/08/2023;20230830;13:00:00;HLB;2%;7,899850861
Mercredi;30/08/2023;20230830;13:30:00;HLB;3%;10,87088173
Mercredi;30/08/2023;20230830;14:00:00;HLB;6%;24,30062819
Mercredi;30/08/2023;20230830;14:30:00;HLB;7%;26,24124373
Mercredi;30/08/2023;20230830;15:00:00;HLB;6%;23,61368464
Mercredi;30/08/2023;20230830;15:30:00;HLB;6%;24,09454513
Mercredi;30/08/2023;20230830;16:00:00;HLB;6%;23,8197677
Mercredi;30/08/2023;20230830;16:30:00;HLB;6%;21,14068785
Mercredi;30/08/2023;20230830;17:00:00;HLB;5%;17,31097754
Mercredi;30/08/2023;20230830;17:30:00;HLB;4%;16,24621503
Mercredi;30/08/2023;20230830;18:00:00;HLB;3%;12,03868577
Mercredi;30/08/2023;20230830;18:30:00;HLB;2%;7,607899851
Mercredi;30/08/2023;20230830;19:00:00;HLB;1%;3,022551634
Mercredi;30/08/2023;20230830;19:30:00;HLB;0%;1,150630451
Mercredi;30/08/2023;20230830;20:00:00;HLB;0%;0,206083066
Mercredi;30/08/2023;20230830;20:30:00;HLB;0%;0,103041533
Mercredi;30/08/2023;20230830;21:00:00;HLB;0%;0,017173589
Mercredi;30/08/2023;20230830;21:30:00;HLB;0%;0
Mercredi;30/08/2023;20230830;08:00:00;Help Desk;0%;0,016269716
Mercredi;30/08/2023;20230830;08:30:00;Help Desk;0%;0,051520766
Mercredi;30/08/2023;20230830;09:00:00;Help Desk;1%;0,291047137
Mercredi;30/08/2023;20230830;09:30:00;Help Desk;5%;1,067474127
Mercredi;30/08/2023;20230830;10:00:00;Help Desk;8%;1,61431735
Mercredi;30/08/2023;20230830;10:30:00;Help Desk;8%;1,524833913
Mercredi;30/08/2023;20230830;11:00:00;Help Desk;7%;1,376598726
Mercredi;30/08/2023;20230830;11:30:00;Help Desk;6%;1,264518462
Mercredi;30/08/2023;20230830;12:00:00;Help Desk;4%;0,755637908
Mercredi;30/08/2023;20230830;12:30:00;Help Desk;2%;0,475437249
Mercredi;30/08/2023;20230830;13:00:00;Help Desk;2%;0,415781624
Mercredi;30/08/2023;20230830;13:30:00;Help Desk;3%;0,57215167
Mercredi;30/08/2023;20230830;14:00:00;Help Desk;6%;1,278980431
Mercredi;30/08/2023;20230830;14:30:00;Help Desk;7%;1,381118091
Mercredi;30/08/2023;20230830;15:00:00;Help Desk;6%;1,242825507
Mercredi;30/08/2023;20230830;15:30:00;Help Desk;6%;1,268133954
Mercredi;30/08/2023;20230830;16:00:00;Help Desk;6%;1,253671984
Mercredi;30/08/2023;20230830;16:30:00;Help Desk;6%;1,112667781
Mercredi;30/08/2023;20230830;17:00:00;Help Desk;5%;0,911104081
Mercredi;30/08/2023;20230830;17:30:00;Help Desk;4%;0,855063949
Mercredi;30/08/2023;20230830;18:00:00;Help Desk;3%;0,63361504
Mercredi;30/08/2023;20230830;18:30:00;Help Desk;2%;0,400415782
Mercredi;30/08/2023;20230830;19:00:00;Help Desk;1%;0,159081665
Mercredi;30/08/2023;20230830;19:30:00;Help Desk;0%;0,060559497
Mercredi;30/08/2023;20230830;20:00:00;Help Desk;0%;0,010846477
Mercredi;30/08/2023;20230830;20:30:00;Help Desk;0%;0,005423239
Mercredi;30/08/2023;20230830;21:00:00;Help Desk;0%;0,000903873
Mercredi;30/08/2023;20230830;21:30:00;Help Desk;0%;0
Jeudi;31/08/2023;20230831;08:00:00;HLB;0%;0,440042777
Jeudi;31/08/2023;20230831;08:30:00;HLB;0%;0,744687776
Jeudi;31/08/2023;20230831;09:00:00;HLB;1%;5,043567211
Jeudi;31/08/2023;20230831;09:30:00;HLB;5%;19,41265634
Jeudi;31/08/2023;20230831;10:00:00;HLB;8%;29,4490166
Jeudi;31/08/2023;20230831;10:30:00;HLB;7%;26,63951272
Jeudi;31/08/2023;20230831;11:00:00;HLB;7%;25,38708328
Jeudi;31/08/2023;20230831;11:30:00;HLB;6%;22,76375134
Jeudi;31/08/2023;20230831;12:00:00;HLB;4%;12,98126191
Jeudi;31/08/2023;20230831;12:30:00;HLB;2%;8,953178035
Jeudi;31/08/2023;20230831;13:00:00;HLB;2%;8,462361092
Jeudi;31/08/2023;20230831;13:30:00;HLB;3%;11,1364672
Jeudi;31/08/2023;20230831;14:00:00;HLB;7%;24,28697633
Jeudi;31/08/2023;20230831;14:30:00;HLB;7%;23,7284605
Jeudi;31/08/2023;20230831;15:00:00;HLB;7%;24,05003022
Jeudi;31/08/2023;20230831;15:30:00;HLB;6%;22,8145255
Jeudi;31/08/2023;20230831;16:00:00;HLB;6%;21,5113219
Jeudi;31/08/2023;20230831;16:30:00;HLB;6%;20,58046218
Jeudi;31/08/2023;20230831;17:00:00;HLB;5%;18,0079044
Jeudi;31/08/2023;20230831;17:30:00;HLB;4%;14,82605663
Jeudi;31/08/2023;20230831;18:00:00;HLB;3%;11,52573581
Jeudi;31/08/2023;20230831;18:30:00;HLB;2%;6,634491096
Jeudi;31/08/2023;20230831;19:00:00;HLB;1%;2,911052216
Jeudi;31/08/2023;20230831;19:30:00;HLB;0%;1,32012833
Jeudi;31/08/2023;20230831;20:00:00;HLB;0%;0,372343888
Jeudi;31/08/2023;20230831;20:30:00;HLB;0%;0,016924722
Jeudi;31/08/2023;20230831;21:00:00;HLB;0%;0
Jeudi;31/08/2023;20230831;21:30:00;HLB;0%;0
Jeudi;31/08/2023;20230831;08:00:00;Help Desk;0%;0,024178175
Jeudi;31/08/2023;20230831;08:30:00;Help Desk;0%;0,040916911
Jeudi;31/08/2023;20230831;09:00:00;Help Desk;1%;0,277119078
Jeudi;31/08/2023;20230831;09:30:00;Help Desk;5%;1,066629469
Jeudi;31/08/2023;20230831;10:00:00;Help Desk;8%;1,618077835
Jeudi;31/08/2023;20230831;10:30:00;Help Desk;7%;1,46370949
Jeudi;31/08/2023;20230831;11:00:00;Help Desk;7%;1,394894685
Jeudi;31/08/2023;20230831;11:30:00;Help Desk;6%;1,250755568
Jeudi;31/08/2023;20230831;12:00:00;Help Desk;4%;0,713256149
Jeudi;31/08/2023;20230831;12:30:00;Help Desk;2%;0,491932859
Jeudi;31/08/2023;20230831;13:00:00;Help Desk;2%;0,464964895
Jeudi;31/08/2023;20230831;13:30:00;Help Desk;3%;0,611893802
Jeudi;31/08/2023;20230831;14:00:00;Help Desk;7%;1,334449249
Jeudi;31/08/2023;20230831;14:30:00;Help Desk;7%;1,303761566
Jeudi;31/08/2023;20230831;15:00:00;Help Desk;7%;1,321430232
Jeudi;31/08/2023;20230831;15:30:00;Help Desk;6%;1,253545357
Jeudi;31/08/2023;20230831;16:00:00;Help Desk;6%;1,181940763
Jeudi;31/08/2023;20230831;16:30:00;Help Desk;6%;1,130794625
Jeudi;31/08/2023;20230831;17:00:00;Help Desk;5%;0,989445297
Jeudi;31/08/2023;20230831;17:30:00;Help Desk;4%;0,814618496
Jeudi;31/08/2023;20230831;18:00:00;Help Desk;3%;0,633282187
Jeudi;31/08/2023;20230831;18:30:00;Help Desk;2%;0,364532478
Jeudi;31/08/2023;20230831;19:00:00;Help Desk;1%;0,159947924
Jeudi;31/08/2023;20230831;19:30:00;Help Desk;0%;0,072534524
Jeudi;31/08/2023;20230831;20:00:00;Help Desk;0%;0,020458455
Jeudi;31/08/2023;20230831;20:30:00;Help Desk;0%;0,00092993
Jeudi;31/08/2023;20230831;21:00:00;Help Desk;0%;0
Jeudi;31/08/2023;20230831;21:30:00;Help Desk;0%;0
Vendredi;01/09/2023;20230901;08:00:00;HLB;0%;0,361406526
Vendredi;01/09/2023;20230901;08:30:00;HLB;0%;0,952799022
Vendredi;01/09/2023;20230901;09:00:00;HLB;1%;4,944698375
Vendredi;01/09/2023;20230901;09:30:00;HLB;5%;18,87527719
Vendredi;01/09/2023;20230901;10:00:00;HLB;9%;31,26166448
Vendredi;01/09/2023;20230901;10:30:00;HLB;7%;26,43195909
Vendredi;01/09/2023;20230901;11:00:00;HLB;7%;25,59415305
Vendredi;01/09/2023;20230901;11:30:00;HLB;6%;22,73575598
Vendredi;01/09/2023;20230901;12:00:00;HLB;4%;13,76630312
Vendredi;01/09/2023;20230901;12:30:00;HLB;2%;8,164501969
Vendredi;01/09/2023;20230901;13:00:00;HLB;2%;8,410915509
Vendredi;01/09/2023;20230901;13:30:00;HLB;3%;10,05367244
Vendredi;01/09/2023;20230901;14:00:00;HLB;7%;25,93913201
Vendredi;01/09/2023;20230901;14:30:00;HLB;7%;23,6392723
Vendredi;01/09/2023;20230901;15:00:00;HLB;6%;23,50785174
Vendredi;01/09/2023;20230901;15:30:00;HLB;6%;21,3886953
Vendredi;01/09/2023;20230901;16:00:00;HLB;6%;21,43797801
Vendredi;01/09/2023;20230901;16:30:00;HLB;5%;19,17097344
Vendredi;01/09/2023;20230901;17:00:00;HLB;5%;18,05389872
Vendredi;01/09/2023;20230901;17:30:00;HLB;4%;15,63904602
Vendredi;01/09/2023;20230901;18:00:00;HLB;3%;11,4171607
Vendredi;01/09/2023;20230901;18:30:00;HLB;2%;6,686020727
Vendredi;01/09/2023;20230901;19:00:00;HLB;1%;3,006245192
Vendredi;01/09/2023;20230901;19:30:00;HLB;0%;1,26492284
Vendredi;01/09/2023;20230901;20:00:00;HLB;0%;0,098565416
Vendredi;01/09/2023;20230901;20:30:00;HLB;0%;0,197130832
Vendredi;01/09/2023;20230901;21:00:00;HLB;0%;0
Vendredi;01/09/2023;20230901;21:30:00;HLB;0%;0
Vendredi;01/09/2023;20230901;08:00:00;Help Desk;0%;0,018916595
Vendredi;01/09/2023;20230901;08:30:00;Help Desk;0%;0,049871023
Vendredi;01/09/2023;20230901;09:00:00;Help Desk;1%;0,258813414
Vendredi;01/09/2023;20230901;09:30:00;Help Desk;5%;0,987962167
Vendredi;01/09/2023;20230901;10:00:00;Help Desk;9%;1,636285469
Vendredi;01/09/2023;20230901;10:30:00;Help Desk;7%;1,383490972
Vendredi;01/09/2023;20230901;11:00:00;Help Desk;7%;1,339638865
Vendredi;01/09/2023;20230901;11:30:00;Help Desk;6%;1,190025795
Vendredi;01/09/2023;20230901;12:00:00;Help Desk;4%;0,720550301
Vendredi;01/09/2023;20230901;12:30:00;Help Desk;2%;0,427343078
Vendredi;01/09/2023;20230901;13:00:00;Help Desk;2%;0,440240757
Vendredi;01/09/2023;20230901;13:30:00;Help Desk;3%;0,526225279
Vendredi;01/09/2023;20230901;14:00:00;Help Desk;7%;1,357695615
Vendredi;01/09/2023;20230901;14:30:00;Help Desk;7%;1,237317283
Vendredi;01/09/2023;20230901;15:00:00;Help Desk;6%;1,230438521
Vendredi;01/09/2023;20230901;15:30:00;Help Desk;6%;1,119518487
Vendredi;01/09/2023;20230901;16:00:00;Help Desk;6%;1,122098022
Vendredi;01/09/2023;20230901;16:30:00;Help Desk;5%;1,003439381
Vendredi;01/09/2023;20230901;17:00:00;Help Desk;5%;0,944969905
Vendredi;01/09/2023;20230901;17:30:00;Help Desk;4%;0,818572657
Vendredi;01/09/2023;20230901;18:00:00;Help Desk;3%;0,597592433
Vendredi;01/09/2023;20230901;18:30:00;Help Desk;2%;0,349957008
Vendredi;01/09/2023;20230901;19:00:00;Help Desk;1%;0,157351677
Vendredi;01/09/2023;20230901;19:30:00;Help Desk;0%;0,066208083
Vendredi;01/09/2023;20230901;20:00:00;Help Desk;0%;0,005159071
Vendredi;01/09/2023;20230901;20:30:00;Help Desk;0%;0,010318143
Vendredi;01/09/2023;20230901;21:00:00;Help Desk;0%;0
Vendredi;01/09/2023;20230901;21:30:00;Help Desk;0%;0
Samedi;02/09/2023;20230902;08:00:00;HLB;0%;0,175025244
Samedi;02/09/2023;20230902;08:30:00;HLB;0%;0,336587008
Samedi;02/09/2023;20230902;09:00:00;HLB;1%;3,392797038
Samedi;02/09/2023;20230902;09:30:00;HLB;6%;14,15011781
Samedi;02/09/2023;20230902;10:00:00;HLB;9%;20,74722316
Samedi;02/09/2023;20230902;10:30:00;HLB;8%;18,29686974
Samedi;02/09/2023;20230902;11:00:00;HLB;8%;18,82194547
Samedi;02/09/2023;20230902;11:30:00;HLB;7%;16,23695725
Samedi;02/09/2023;20230902;12:00:00;HLB;4%;10,29956244
Samedi;02/09/2023;20230902;12:30:00;HLB;3%;6,300908785
Samedi;02/09/2023;20230902;13:00:00;HLB;2%;5,614271289
Samedi;02/09/2023;20230902;13:30:00;HLB;3%;7,956916863
Samedi;02/09/2023;20230902;14:00:00;HLB;6%;14,44631437
Samedi;02/09/2023;20230902;14:30:00;HLB;6%;13,89431168
Samedi;02/09/2023;20230902;15:00:00;HLB;6%;14,62133962
Samedi;02/09/2023;20230902;15:30:00;HLB;6%;14,09626388
Samedi;02/09/2023;20230902;16:00:00;HLB;6%;14,10972736
Samedi;02/09/2023;20230902;16:30:00;HLB;5%;12,53450017
Samedi;02/09/2023;20230902;17:00:00;HLB;5%;10,91888253
Samedi;02/09/2023;20230902;17:30:00;HLB;4%;9,047458768
Samedi;02/09/2023;20230902;18:00:00;HLB;3%;6,691349714
Samedi;02/09/2023;20230902;18:30:00;HLB;2%;4,429485022
Samedi;02/09/2023;20230902;19:00:00;HLB;1%;1,938741165
Samedi;02/09/2023;20230902;19:30:00;HLB;0%;0,794345338
Samedi;02/09/2023;20230902;20:00:00;HLB;0%;0,094244362
Samedi;02/09/2023;20230902;20:30:00;HLB;0%;0,053853921
Samedi;02/09/2023;20230902;21:00:00;HLB;0%;0
Samedi;02/09/2023;20230902;21:30:00;HLB;0%;0
Samedi;02/09/2023;20230902;08:00:00;Help Desk;0%;0,009480534
Samedi;02/09/2023;20230902;08:30:00;Help Desk;0%;0,018231796
Samedi;02/09/2023;20230902;09:00:00;Help Desk;1%;0,183776506
Samedi;02/09/2023;20230902;09:30:00;Help Desk;6%;0,766464714
Samedi;02/09/2023;20230902;10:00:00;Help Desk;9%;1,123807921
Samedi;02/09/2023;20230902;10:30:00;Help Desk;8%;0,991080444
Samedi;02/09/2023;20230902;11:00:00;Help Desk;8%;1,019522046
Samedi;02/09/2023;20230902;11:30:00;Help Desk;7%;0,879501851
Samedi;02/09/2023;20230902;12:00:00;Help Desk;4%;0,557892965
Samedi;02/09/2023;20230902;12:30:00;Help Desk;3%;0,341299226
Samedi;02/09/2023;20230902;13:00:00;Help Desk;2%;0,304106361
Samedi;02/09/2023;20230902;13:30:00;Help Desk;3%;0,430999663
Samedi;02/09/2023;20230902;14:00:00;Help Desk;6%;0,782508695
Samedi;02/09/2023;20230902;14:30:00;Help Desk;6%;0,752608549
Samedi;02/09/2023;20230902;15:00:00;Help Desk;6%;0,791989229
Samedi;02/09/2023;20230902;15:30:00;Help Desk;6%;0,763547627
Samedi;02/09/2023;20230902;16:00:00;Help Desk;6%;0,764276899
Samedi;02/09/2023;20230902;16:30:00;Help Desk;5%;0,678952092
Samedi;02/09/2023;20230902;17:00:00;Help Desk;5%;0,59143947
Samedi;02/09/2023;20230902;17:30:00;Help Desk;4%;0,490070683
Samedi;02/09/2023;20230902;18:00:00;Help Desk;3%;0,36244811
Samedi;02/09/2023;20230902;18:30:00;Help Desk;2%;0,239930439
Samedi;02/09/2023;20230902;19:00:00;Help Desk;1%;0,105015146
Samedi;02/09/2023;20230902;19:30:00;Help Desk;0%;0,043027039
Samedi;02/09/2023;20230902;20:00:00;Help Desk;0%;0,005104903
Samedi;02/09/2023;20230902;20:30:00;Help Desk;0%;0,002917087
Samedi;02/09/2023;20230902;21:00:00;Help Desk;0%;0
Samedi;02/09/2023;20230902;21:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;08:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;08:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;09:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;09:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;10:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;10:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;11:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;11:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;12:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;12:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;13:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;13:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;14:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;14:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;15:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;15:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;16:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;16:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;17:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;17:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;18:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;18:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;19:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;19:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;20:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;20:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;21:00:00;HLB;0%;0
Dimanche;03/09/2023;20230903;21:30:00;HLB;0%;0
Dimanche;03/09/2023;20230903;08:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;08:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;09:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;09:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;10:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;10:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;11:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;11:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;12:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;12:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;13:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;13:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;14:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;14:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;15:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;15:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;16:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;16:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;17:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;17:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;18:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;18:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;19:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;19:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;20:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;20:30:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;21:00:00;Help Desk;0%;0
Dimanche;03/09/2023;20230903;21:30:00;Help Desk;0%;0
Lundi;04/09/2023;20230904;08:00:00;HLB;0%;0,48399346
Lundi;04/09/2023;20230904;08:30:00;HLB;0%;0,783608459
Lundi;04/09/2023;20230904;09:00:00;HLB;1%;6,061441907
Lundi;04/09/2023;20230904;09:30:00;HLB;6%;24,26881494
Lundi;04/09/2023;20230904;10:00:00;HLB;7%;29,66188492
Lundi;04/09/2023;20230904;10:30:00;HLB;7%;28,50951954
Lundi;04/09/2023;20230904;11:00:00;HLB;7%;29,592743
Lundi;04/09/2023;20230904;11:30:00;HLB;6%;26,2739307
Lundi;04/09/2023;20230904;12:00:00;HLB;4%;16,38663573
Lundi;04/09/2023;20230904;12:30:00;HLB;2%;10,23300459
Lundi;04/09/2023;20230904;13:00:00;HLB;3%;11,38536997
Lundi;04/09/2023;20230904;13:30:00;HLB;3%;14,93465535
Lundi;04/09/2023;20230904;14:00:00;HLB;7%;28,50951954
Lundi;04/09/2023;20230904;14:30:00;HLB;7%;30,35330415
Lundi;04/09/2023;20230904;15:00:00;HLB;7%;30,39939877
Lundi;04/09/2023;20230904;15:30:00;HLB;7%;28,78608723
Lundi;04/09/2023;20230904;16:00:00;HLB;6%;26,32002532
Lundi;04/09/2023;20230904;16:30:00;HLB;5%;23,69263225
Lundi;04/09/2023;20230904;17:00:00;HLB;5%;20,5351511
Lundi;04/09/2023;20230904;17:30:00;HLB;4%;19,0140288
Lundi;04/09/2023;20230904;18:00:00;HLB;3%;15,0959865
Lundi;04/09/2023;20230904;18:30:00;HLB;2%;9,472443437
Lundi;04/09/2023;20230904;19:00:00;HLB;1%;4,240704604
Lundi;04/09/2023;20230904;19:30:00;HLB;0%;1,636358842
Lundi;04/09/2023;20230904;20:00:00;HLB;0%;0,253520384
Lundi;04/09/2023;20230904;20:30:00;HLB;0%;0,115236538
Lundi;04/09/2023;20230904;21:00:00;HLB;0%;0
Lundi;04/09/2023;20230904;21:30:00;HLB;0%;0
Lundi;04/09/2023;20230904;08:00:00;Help Desk;0%;0,02547334
Lundi;04/09/2023;20230904;08:30:00;Help Desk;0%;0,04124255
Lundi;04/09/2023;20230904;09:00:00;Help Desk;1%;0,319023258
Lundi;04/09/2023;20230904;09:30:00;Help Desk;6%;1,277306049
Lundi;04/09/2023;20230904;10:00:00;Help Desk;7%;1,561151838
Lundi;04/09/2023;20230904;10:30:00;Help Desk;7%;1,500501028
Lundi;04/09/2023;20230904;11:00:00;Help Desk;7%;1,557512789
Lundi;04/09/2023;20230904;11:30:00;Help Desk;6%;1,382838458
Lundi;04/09/2023;20230904;12:00:00;Help Desk;4%;0,862454512
Lundi;04/09/2023;20230904;12:30:00;Help Desk;2%;0,538579189
Lundi;04/09/2023;20230904;13:00:00;Help Desk;3%;0,599229998
Lundi;04/09/2023;20230904;13:30:00;Help Desk;3%;0,786034492
Lundi;04/09/2023;20230904;14:00:00;Help Desk;7%;1,500501028
Lundi;04/09/2023;20230904;14:30:00;Help Desk;7%;1,597542324
Lundi;04/09/2023;20230904;15:00:00;Help Desk;7%;1,599968356
Lundi;04/09/2023;20230904;15:30:00;Help Desk;7%;1,515057223
Lundi;04/09/2023;20230904;16:00:00;Help Desk;6%;1,38526449
Lundi;04/09/2023;20230904;16:30:00;Help Desk;5%;1,246980644
Lundi;04/09/2023;20230904;17:00:00;Help Desk;5%;1,080797426
Lundi;04/09/2023;20230904;17:30:00;Help Desk;4%;1,000738358
Lundi;04/09/2023;20230904;18:00:00;Help Desk;3%;0,794525605
Lundi;04/09/2023;20230904;18:30:00;Help Desk;2%;0,498549655
Lundi;04/09/2023;20230904;19:00:00;Help Desk;1%;0,223194979
Lundi;04/09/2023;20230904;19:30:00;Help Desk;0%;0,08612415
Lundi;04/09/2023;20230904;20:00:00;Help Desk;0%;0,013343178
Lundi;04/09/2023;20230904;20:30:00;Help Desk;0%;0,006065081
Lundi;04/09/2023;20230904;21:00:00;Help Desk;0%;0
Lundi;04/09/2023;20230904;21:30:00;Help Desk;0%;0
Mardi;05/09/2023;20230905;08:00:00;HLB;0%;0,350760456
Mardi;05/09/2023;20230905;08:30:00;HLB;0%;0,610018185
Mardi;05/09/2023;20230905;09:00:00;HLB;1%;4,392130931
Mardi;05/09/2023;20230905;09:30:00;HLB;5%;19,58158373
Mardi;05/09/2023;20230905;10:00:00;HLB;9%;33,79500744
Mardi;05/09/2023;20230905;10:30:00;HLB;8%;29,3723756
Mardi;05/09/2023;20230905;11:00:00;HLB;7%;26,39853695
Mardi;05/09/2023;20230905;11:30:00;HLB;6%;23,01293602
Mardi;05/09/2023;20230905;12:00:00;HLB;4%;13,28314597
Mardi;05/09/2023;20230905;12:30:00;HLB;3%;9,318027773
Mardi;05/09/2023;20230905;13:00:00;HLB;2%;6,923706398
Mardi;05/09/2023;20230905;13:30:00;HLB;3%;10,09580096
Mardi;05/09/2023;20230905;14:00:00;HLB;7%;24,81248967
Mardi;05/09/2023;20230905;14:30:00;HLB;7%;24,49223012
Mardi;05/09/2023;20230905;15:00:00;HLB;6%;23,16544057
Mardi;05/09/2023;20230905;15:30:00;HLB;6%;23,15019011
Mardi;05/09/2023;20230905;16:00:00;HLB;6%;22,02165647
Mardi;05/09/2023;20230905;16:30:00;HLB;5%;19,55108282
Mardi;05/09/2023;20230905;17:00:00;HLB;5%;17,09575963
Mardi;05/09/2023;20230905;17:30:00;HLB;4%;15,98247644
Mardi;05/09/2023;20230905;18:00:00;HLB;3%;11,30058687
Mardi;05/09/2023;20230905;18:30:00;HLB;2%;5,901925938
Mardi;05/09/2023;20230905;19:00:00;HLB;1%;2,851835014
Mardi;05/09/2023;20230905;19:30:00;HLB;0%;1,037030914
Mardi;05/09/2023;20230905;20:00:00;HLB;0%;0,381261366
Mardi;05/09/2023;20230905;20:30:00;HLB;0%;0,122003637
Mardi;05/09/2023;20230905;21:00:00;HLB;0%;0
Mardi;05/09/2023;20230905;21:30:00;HLB;0%;0
Mardi;05/09/2023;20230905;08:00:00;Help Desk;0%;0,019011407
Mardi;05/09/2023;20230905;08:30:00;Help Desk;0%;0,033063316
Mardi;05/09/2023;20230905;09:00:00;Help Desk;1%;0,238055877
Mardi;05/09/2023;20230905;09:30:00;Help Desk;5%;1,061332452
Mardi;05/09/2023;20230905;10:00:00;Help Desk;9%;1,83170772
Mardi;05/09/2023;20230905;10:30:00;Help Desk;8%;1,591998677
Mardi;05/09/2023;20230905;11:00:00;Help Desk;7%;1,430815011
Mardi;05/09/2023;20230905;11:30:00;Help Desk;6%;1,247313606
Mardi;05/09/2023;20230905;12:00:00;Help Desk;4%;0,719953711
Mardi;05/09/2023;20230905;12:30:00;Help Desk;3%;0,505042156
Mardi;05/09/2023;20230905;13:00:00;Help Desk;2%;0,375268639
Mardi;05/09/2023;20230905;13:30:00;Help Desk;3%;0,547197884
Mardi;05/09/2023;20230905;14:00:00;Help Desk;7%;1,344850388
Mardi;05/09/2023;20230905;14:30:00;Help Desk;7%;1,327492147
Mardi;05/09/2023;20230905;15:00:00;Help Desk;6%;1,255579435
Mardi;05/09/2023;20230905;15:30:00;Help Desk;6%;1,254752852
Mardi;05/09/2023;20230905;16:00:00;Help Desk;6%;1,193585717
Mardi;05/09/2023;20230905;16:30:00;Help Desk;5%;1,059679286
Mardi;05/09/2023;20230905;17:00:00;Help Desk;5%;0,926599438
Mardi;05/09/2023;20230905;17:30:00;Help Desk;4%;0,866258886
