Jour;Datation;Date_Format_1;Demiheure;Flux;Poids;Commande
Lundi;15/05/2023;20230515;18:30:00;HLB;2%;9,754232372
Lundi;15/05/2023;20230515;19:00:00;HLB;1%;4,366858288
Lundi;15/05/2023;20230515;19:30:00;HLB;0%;1,685037709
Lundi;15/05/2023;20230515;20:00:00;HLB;0%;0,26106218
Lundi;15/05/2023;20230515;20:30:00;HLB;0%;0,118664627
Lundi;15/05/2023;20230515;21:00:00;HLB;0%;0
Lundi;15/05/2023;20230515;21:30:00;HLB;0%;0
Lundi;15/05/2023;20230515;08:00:00;Help Desk;0%;0,023258267
Lundi;15/05/2023;20230515;08:30:00;Help Desk;0%;0,037656242
Lundi;15/05/2023;20230515;09:00:00;Help Desk;1%;0,291282105
Lundi;15/05/2023;20230515;09:30:00;Help Desk;6%;1,166235958
Lundi;15/05/2023;20230515;10:00:00;Help Desk;7%;1,425399504
Lundi;15/05/2023;20230515;10:30:00;Help Desk;7%;1,370022678
Lundi;15/05/2023;20230515;11:00:00;Help Desk;7%;1,422076895
Lundi;15/05/2023;20230515;11:30:00;Help Desk;6%;1,262591635
Lundi;15/05/2023;20230515;12:00:00;Help Desk;4%;0,787458467
Lundi;15/05/2023;20230515;12:30:00;Help Desk;2%;0,491746216
Lundi;15/05/2023;20230515;13:00:00;Help Desk;3%;0,547123042
Lundi;15/05/2023;20230515;13:30:00;Help Desk;3%;0,717683666
Lundi;15/05/2023;20230515;14:00:00;Help Desk;7%;1,370022678
Lundi;15/05/2023;20230515;14:30:00;Help Desk;7%;1,4586256
Lundi;15/05/2023;20230515;15:00:00;Help Desk;7%;1,460840673
Lundi;15/05/2023;20230515;15:30:00;Help Desk;7%;1,383313116
Lundi;15/05/2023;20230515;16:00:00;Help Desk;6%;1,264806709
Lundi;15/05/2023;20230515;16:30:00;Help Desk;5%;1,138547545
Lundi;15/05/2023;20230515;17:00:00;Help Desk;5%;0,986815041
Lundi;15/05/2023;20230515;17:30:00;Help Desk;4%;0,913717631
Lundi;15/05/2023;20230515;18:00:00;Help Desk;3%;0,725436422
Lundi;15/05/2023;20230515;18:30:00;Help Desk;2%;0,455197511
Lundi;15/05/2023;20230515;19:00:00;Help Desk;1%;0,20378672
Lundi;15/05/2023;20230515;19:30:00;Help Desk;0%;0,078635093
Lundi;15/05/2023;20230515;20:00:00;Help Desk;0%;0,012182902
Lundi;15/05/2023;20230515;20:30:00;Help Desk;0%;0,005537683
Lundi;15/05/2023;20230515;21:00:00;Help Desk;0%;0
Lundi;15/05/2023;20230515;21:30:00;Help Desk;0%;0
Mardi;16/05/2023;20230516;08:00:00;HLB;0%;0,371673004
Mardi;16/05/2023;20230516;08:30:00;HLB;0%;0,646387833
Mardi;16/05/2023;20230516;09:00:00;HLB;1%;4,653992395
Mardi;16/05/2023;20230516;09:30:00;HLB;5%;20,74904943
Mardi;16/05/2023;20230516;10:00:00;HLB;9%;35,80988593
Mardi;16/05/2023;20230516;10:30:00;HLB;8%;31,12357414
Mardi;16/05/2023;20230516;11:00:00;HLB;7%;27,97243346
Mardi;16/05/2023;20230516;11:30:00;HLB;6%;24,38498099
Mardi;16/05/2023;20230516;12:00:00;HLB;4%;14,07509506
Mardi;16/05/2023;20230516;12:30:00;HLB;3%;9,873574144
Mardi;16/05/2023;20230516;13:00:00;HLB;2%;7,336501901
Mardi;16/05/2023;20230516;13:30:00;HLB;3%;10,69771863
Mardi;16/05/2023;20230516;14:00:00;HLB;7%;26,2918251
Mardi;16/05/2023;20230516;14:30:00;HLB;7%;25,95247148
Mardi;16/05/2023;20230516;15:00:00;HLB;6%;24,54657795
Mardi;16/05/2023;20230516;15:30:00;HLB;6%;24,53041825
Mardi;16/05/2023;20230516;16:00:00;HLB;6%;23,33460076
Mardi;16/05/2023;20230516;16:30:00;HLB;5%;20,71673004
Mardi;16/05/2023;20230516;17:00:00;HLB;5%;18,11501901
Mardi;16/05/2023;20230516;17:30:00;HLB;4%;16,93536122
Mardi;16/05/2023;20230516;18:00:00;HLB;3%;11,9743346
Mardi;16/05/2023;20230516;18:30:00;HLB;2%;6,253802281
Mardi;16/05/2023;20230516;19:00:00;HLB;1%;3,021863118
Mardi;16/05/2023;20230516;19:30:00;HLB;0%;1,098859316
Mardi;16/05/2023;20230516;20:00:00;HLB;0%;0,403992395
Mardi;16/05/2023;20230516;20:30:00;HLB;0%;0,129277567
Mardi;16/05/2023;20230516;21:00:00;HLB;0%;0
Mardi;16/05/2023;20230516;21:30:00;HLB;0%;0
Mardi;16/05/2023;20230516;08:00:00;Help Desk;0%;0,017110266
Mardi;16/05/2023;20230516;08:30:00;Help Desk;0%;0,029756985
Mardi;16/05/2023;20230516;09:00:00;Help Desk;1%;0,214250289
Mardi;16/05/2023;20230516;09:30:00;Help Desk;5%;0,955199206
Mardi;16/05/2023;20230516;10:00:00;Help Desk;9%;1,648536948
Mardi;16/05/2023;20230516;10:30:00;Help Desk;8%;1,43279881
Mardi;16/05/2023;20230516;11:00:00;Help Desk;7%;1,28773351
Mardi;16/05/2023;20230516;11:30:00;Help Desk;6%;1,122582245
Mardi;16/05/2023;20230516;12:00:00;Help Desk;4%;0,64795834
Mardi;16/05/2023;20230516;12:30:00;Help Desk;3%;0,45453794
Mardi;16/05/2023;20230516;13:00:00;Help Desk;2%;0,337741776
Mardi;16/05/2023;20230516;13:30:00;Help Desk;3%;0,492478096
Mardi;16/05/2023;20230516;14:00:00;Help Desk;7%;1,21036535
Mardi;16/05/2023;20230516;14:30:00;Help Desk;7%;1,194742933
Mardi;16/05/2023;20230516;15:00:00;Help Desk;6%;1,130021491
Mardi;16/05/2023;20230516;15:30:00;Help Desk;6%;1,129277567
Mardi;16/05/2023;20230516;16:00:00;Help Desk;6%;1,074227145
Mardi;16/05/2023;20230516;16:30:00;Help Desk;5%;0,953711357
Mardi;16/05/2023;20230516;17:00:00;Help Desk;5%;0,833939494
Mardi;16/05/2023;20230516;17:30:00;Help Desk;4%;0,779632997
Mardi;16/05/2023;20230516;18:00:00;Help Desk;3%;0,55124814
Mardi;16/05/2023;20230516;18:30:00;Help Desk;2%;0,287898826
Mardi;16/05/2023;20230516;19:00:00;Help Desk;1%;0,139113903
Mardi;16/05/2023;20230516;19:30:00;Help Desk;0%;0,050586874
Mardi;16/05/2023;20230516;20:00:00;Help Desk;0%;0,018598115
Mardi;16/05/2023;20230516;20:30:00;Help Desk;0%;0,005951397
Mardi;16/05/2023;20230516;21:00:00;Help Desk;0%;0
Mardi;16/05/2023;20230516;21:30:00;Help Desk;0%;0
Mercredi;17/05/2023;20230517;08:00:00;HLB;0%;0,316445971
Mercredi;17/05/2023;20230517;08:30:00;HLB;0%;1,002078908
Mercredi;17/05/2023;20230517;09:00:00;HLB;1%;5,660866814
Mercredi;17/05/2023;20230517;09:30:00;HLB;5%;20,76237176
Mercredi;17/05/2023;20230517;10:00:00;HLB;8%;31,39847245
Mercredi;17/05/2023;20230517;10:30:00;HLB;8%;29,65801961
Mercredi;17/05/2023;20230517;11:00:00;HLB;7%;26,77484521
Mercredi;17/05/2023;20230517;11:30:00;HLB;6%;24,59488408
Mercredi;17/05/2023;20230517;12:00:00;HLB;4%;14,69715732
Mercredi;17/05/2023;20230517;12:30:00;HLB;2%;9,247254485
Mercredi;17/05/2023;20230517;13:00:00;HLB;2%;8,086952592
Mercredi;17/05/2023;20230517;13:30:00;HLB;3%;11,12834998
Mercredi;17/05/2023;20230517;14:00:00;HLB;6%;24,87616939
Mercredi;17/05/2023;20230517;14:30:00;HLB;7%;26,86274687
Mercredi;17/05/2023;20230517;15:00:00;HLB;6%;24,17295612
Mercredi;17/05/2023;20230517;15:30:00;HLB;6%;24,66520541
Mercredi;17/05/2023;20230517;16:00:00;HLB;6%;24,3839201
Mercredi;17/05/2023;20230517;16:30:00;HLB;6%;21,64138835
Mercredi;17/05/2023;20230517;17:00:00;HLB;5%;17,72097438
Mercredi;17/05/2023;20230517;17:30:00;HLB;4%;16,63099381
Mercredi;17/05/2023;20230517;18:00:00;HLB;3%;12,32381254
Mercredi;17/05/2023;20230517;18:30:00;HLB;2%;7,788086953
Mercredi;17/05/2023;20230517;19:00:00;HLB;1%;3,094138383
Mercredi;17/05/2023;20230517;19:30:00;HLB;0%;1,177882225
Mercredi;17/05/2023;20230517;20:00:00;HLB;0%;0,210963981
Mercredi;17/05/2023;20230517;20:30:00;HLB;0%;0,10548199
Mercredi;17/05/2023;20230517;21:00:00;HLB;0%;0,017580332
Mercredi;17/05/2023;20230517;21:30:00;HLB;0%;0
Mercredi;17/05/2023;20230517;08:00:00;Help Desk;0%;0,014642744
Mercredi;17/05/2023;20230517;08:30:00;Help Desk;0%;0,04636869
Mercredi;17/05/2023;20230517;09:00:00;Help Desk;1%;0,261942423
Mercredi;17/05/2023;20230517;09:30:00;Help Desk;5%;0,960726714
Mercredi;17/05/2023;20230517;10:00:00;Help Desk;8%;1,452885615
Mercredi;17/05/2023;20230517;10:30:00;Help Desk;8%;1,372350522
Mercredi;17/05/2023;20230517;11:00:00;Help Desk;7%;1,238938853
Mercredi;17/05/2023;20230517;11:30:00;Help Desk;6%;1,138066615
Mercredi;17/05/2023;20230517;12:00:00;Help Desk;4%;0,680074118
Mercredi;17/05/2023;20230517;12:30:00;Help Desk;2%;0,427893524
Mercredi;17/05/2023;20230517;13:00:00;Help Desk;2%;0,374203462
Mercredi;17/05/2023;20230517;13:30:00;Help Desk;3%;0,514936503
Mercredi;17/05/2023;20230517;14:00:00;Help Desk;6%;1,151082388
Mercredi;17/05/2023;20230517;14:30:00;Help Desk;7%;1,243006282
Mercredi;17/05/2023;20230517;15:00:00;Help Desk;6%;1,118542957
Mercredi;17/05/2023;20230517;15:30:00;Help Desk;6%;1,141320559
Mercredi;17/05/2023;20230517;16:00:00;Help Desk;6%;1,128304786
Mercredi;17/05/2023;20230517;16:30:00;Help Desk;6%;1,001401003
Mercredi;17/05/2023;20230517;17:00:00;Help Desk;5%;0,819993673
Mercredi;17/05/2023;20230517;17:30:00;Help Desk;4%;0,769557554
Mercredi;17/05/2023;20230517;18:00:00;Help Desk;3%;0,570253536
Mercredi;17/05/2023;20230517;18:30:00;Help Desk;2%;0,360374203
Mercredi;17/05/2023;20230517;19:00:00;Help Desk;1%;0,143173498
Mercredi;17/05/2023;20230517;19:30:00;Help Desk;0%;0,054503548
Mercredi;17/05/2023;20230517;20:00:00;Help Desk;0%;0,009761829
Mercredi;17/05/2023;20230517;20:30:00;Help Desk;0%;0,004880915
Mercredi;17/05/2023;20230517;21:00:00;Help Desk;0%;0,000813486
Mercredi;17/05/2023;20230517;21:30:00;Help Desk;0%;0
Jeudi;18/05/2023;20230518;08:00:00;HLB;0%;0
Jeudi;18/05/2023;20230518;08:30:00;HLB;0%;0
Jeudi;18/05/2023;20230518;09:00:00;HLB;1%;0
Jeudi;18/05/2023;20230518;09:30:00;HLB;5%;0
Jeudi;18/05/2023;20230518;10:00:00;HLB;8%;0
Jeudi;18/05/2023;20230518;10:30:00;HLB;7%;0
Jeudi;18/05/2023;20230518;11:00:00;HLB;7%;0
Jeudi;18/05/2023;20230518;11:30:00;HLB;6%;0
Jeudi;18/05/2023;20230518;12:00:00;HLB;4%;0
Jeudi;18/05/2023;20230518;12:30:00;HLB;2%;0
Jeudi;18/05/2023;20230518;13:00:00;HLB;2%;0
Jeudi;18/05/2023;20230518;13:30:00;HLB;3%;0
Jeudi;18/05/2023;20230518;14:00:00;HLB;7%;0
Jeudi;18/05/2023;20230518;14:30:00;HLB;7%;0
Jeudi;18/05/2023;20230518;15:00:00;HLB;7%;0
Jeudi;18/05/2023;20230518;15:30:00;HLB;6%;0
Jeudi;18/05/2023;20230518;16:00:00;HLB;6%;0
Jeudi;18/05/2023;20230518;16:30:00;HLB;6%;0
Jeudi;18/05/2023;20230518;17:00:00;HLB;5%;0
Jeudi;18/05/2023;20230518;17:30:00;HLB;4%;0
Jeudi;18/05/2023;20230518;18:00:00;HLB;3%;0
Jeudi;18/05/2023;20230518;18:30:00;HLB;2%;0
Jeudi;18/05/2023;20230518;19:00:00;HLB;1%;0
Jeudi;18/05/2023;20230518;19:30:00;HLB;0%;0
Jeudi;18/05/2023;20230518;20:00:00;HLB;0%;0
Jeudi;18/05/2023;20230518;20:30:00;HLB;0%;0
Jeudi;18/05/2023;20230518;21:00:00;HLB;0%;0
Jeudi;18/05/2023;20230518;21:30:00;HLB;0%;0
Jeudi;18/05/2023;20230518;08:00:00;Help Desk;0%;0
Jeudi;18/05/2023;20230518;08:30:00;Help Desk;0%;0
Jeudi;18/05/2023;20230518;09:00:00;Help Desk;1%;0
Jeudi;18/05/2023;20230518;09:30:00;Help Desk;5%;0
Jeudi;18/05/2023;20230518;10:00:00;Help Desk;8%;0
Jeudi;18/05/2023;20230518;10:30:00;Help Desk;7%;0
Jeudi;18/05/2023;20230518;11:00:00;Help Desk;7%;0
Jeudi;18/05/2023;20230518;11:30:00;Help Desk;6%;0
Jeudi;18/05/2023;20230518;12:00:00;Help Desk;4%;0
Jeudi;18/05/2023;20230518;12:30:00;Help Desk;2%;0
Jeudi;18/05/2023;20230518;13:00:00;Help Desk;2%;0
Jeudi;18/05/2023;20230518;13:30:00;Help Desk;3%;0
Jeudi;18/05/2023;20230518;14:00:00;Help Desk;7%;0
Jeudi;18/05/2023;20230518;14:30:00;Help Desk;7%;0
Jeudi;18/05/2023;20230518;15:00:00;Help Desk;7%;0
Jeudi;18/05/2023;20230518;15:30:00;Help Desk;6%;0
Jeudi;18/05/2023;20230518;16:00:00;Help Desk;6%;0
Jeudi;18/05/2023;20230518;16:30:00;Help Desk;6%;0
Jeudi;18/05/2023;20230518;17:00:00;Help Desk;5%;0
Jeudi;18/05/2023;20230518;17:30:00;Help Desk;4%;0
Jeudi;18/05/2023;20230518;18:00:00;Help Desk;3%;0
Jeudi;18/05/2023;20230518;18:30:00;Help Desk;2%;0
Jeudi;18/05/2023;20230518;19:00:00;Help Desk;1%;0
Jeudi;18/05/2023;20230518;19:30:00;Help Desk;0%;0
Jeudi;18/05/2023;20230518;20:00:00;Help Desk;0%;0
Jeudi;18/05/2023;20230518;20:30:00;Help Desk;0%;0
Jeudi;18/05/2023;20230518;21:00:00;Help Desk;0%;0
Jeudi;18/05/2023;20230518;21:30:00;Help Desk;0%;0
Vendredi;19/05/2023;20230519;08:00:00;HLB;0%;0,371362628
Vendredi;19/05/2023;20230519;08:30:00;HLB;0%;0,979046929
Vendredi;19/05/2023;20230519;09:00:00;HLB;1%;5,080915961
Vendredi;19/05/2023;20230519;09:30:00;HLB;5%;19,39525727
Vendredi;19/05/2023;20230519;10:00:00;HLB;9%;32,12286736
Vendredi;19/05/2023;20230519;10:30:00;HLB;7%;27,16011223
Vendredi;19/05/2023;20230519;11:00:00;HLB;7%;26,29922614
Vendredi;19/05/2023;20230519;11:30:00;HLB;6%;23,36208535
Vendredi;19/05/2023;20230519;12:00:00;HLB;4%;14,14554012
Vendredi;19/05/2023;20230519;12:30:00;HLB;2%;8,389419378
Vendredi;19/05/2023;20230519;13:00:00;HLB;2%;8,64262117
Vendredi;19/05/2023;20230519;13:30:00;HLB;3%;10,33063312
Vendredi;19/05/2023;20230519;14:00:00;HLB;7%;26,65370865
Vendredi;19/05/2023;20230519;14:30:00;HLB;7%;24,29049192
Vendredi;19/05/2023;20230519;15:00:00;HLB;6%;24,15545097
Vendredi;19/05/2023;20230519;15:30:00;HLB;6%;21,97791555
Vendredi;19/05/2023;20230519;16:00:00;HLB;6%;22,02855591
Vendredi;19/05/2023;20230519;16:30:00;HLB;5%;19,69909943
Vendredi;19/05/2023;20230519;17:00:00;HLB;5%;18,5512513
Vendredi;19/05/2023;20230519;17:30:00;HLB;4%;16,06987374
Vendredi;19/05/2023;20230519;18:00:00;HLB;3%;11,73168303
Vendredi;19/05/2023;20230519;18:30:00;HLB;2%;6,870208626
Vendredi;19/05/2023;20230519;19:00:00;HLB;1%;3,089061864
Vendredi;19/05/2023;20230519;19:30:00;HLB;0%;1,299769199
Vendredi;19/05/2023;20230519;20:00:00;HLB;0%;0,101280717
Vendredi;19/05/2023;20230519;20:30:00;HLB;0%;0,202561434
Vendredi;19/05/2023;20230519;21:00:00;HLB;0%;0
Vendredi;19/05/2023;20230519;21:30:00;HLB;0%;0
Vendredi;19/05/2023;20230519;08:00:00;Help Desk;0%;0,017920985
Vendredi;19/05/2023;20230519;08:30:00;Help Desk;0%;0,047246233
Vendredi;19/05/2023;20230519;09:00:00;Help Desk;1%;0,245191655
Vendredi;19/05/2023;20230519;09:30:00;Help Desk;5%;0,935964158
Vendredi;19/05/2023;20230519;10:00:00;Help Desk;9%;1,550165181
Vendredi;19/05/2023;20230519;10:30:00;Help Desk;7%;1,310675657
Vendredi;19/05/2023;20230519;11:00:00;Help Desk;7%;1,269131556
Vendredi;19/05/2023;20230519;11:30:00;Help Desk;6%;1,127392859
Vendredi;19/05/2023;20230519;12:00:00;Help Desk;4%;0,682626601
Vendredi;19/05/2023;20230519;12:30:00;Help Desk;2%;0,404851337
Vendredi;19/05/2023;20230519;13:00:00;Help Desk;2%;0,417070191
Vendredi;19/05/2023;20230519;13:30:00;Help Desk;3%;0,498529212
Vendredi;19/05/2023;20230519;14:00:00;Help Desk;7%;1,286237951
Vendredi;19/05/2023;20230519;14:30:00;Help Desk;7%;1,172195321
Vendredi;19/05/2023;20230519;15:00:00;Help Desk;6%;1,165678599
Vendredi;19/05/2023;20230519;15:30:00;Help Desk;6%;1,060596461
Vendredi;19/05/2023;20230519;16:00:00;Help Desk;6%;1,063040232
Vendredi;19/05/2023;20230519;16:30:00;Help Desk;5%;0,950626782
Vendredi;19/05/2023;20230519;17:00:00;Help Desk;5%;0,895234647
Vendredi;19/05/2023;20230519;17:30:00;Help Desk;4%;0,775489886
Vendredi;19/05/2023;20230519;18:00:00;Help Desk;3%;0,5661402
Vendredi;19/05/2023;20230519;18:30:00;Help Desk;2%;0,331538218
Vendredi;19/05/2023;20230519;19:00:00;Help Desk;1%;0,14907001
Vendredi;19/05/2023;20230519;19:30:00;Help Desk;0%;0,062723447
Vendredi;19/05/2023;20230519;20:00:00;Help Desk;0%;0,004887541
Vendredi;19/05/2023;20230519;20:30:00;Help Desk;0%;0,009775083
Vendredi;19/05/2023;20230519;21:00:00;Help Desk;0%;0
Vendredi;19/05/2023;20230519;21:30:00;Help Desk;0%;0
Samedi;20/05/2023;20230520;08:00:00;HLB;0%;0,155334904
Samedi;20/05/2023;20230520;08:30:00;HLB;0%;0,298720969
Samedi;20/05/2023;20230520;09:00:00;HLB;1%;3,011107371
Samedi;20/05/2023;20230520;09:30:00;HLB;6%;12,55822955
Samedi;20/05/2023;20230520;10:00:00;HLB;9%;18,41316055
Samedi;20/05/2023;20230520;10:30:00;HLB;8%;16,23847189
Samedi;20/05/2023;20230520;11:00:00;HLB;8%;16,70447661
Samedi;20/05/2023;20230520;11:30:00;HLB;7%;14,41029956
Samedi;20/05/2023;20230520;12:00:00;HLB;4%;9,140861663
Samedi;20/05/2023;20230520;12:30:00;HLB;3%;5,592056547
Samedi;20/05/2023;20230520;13:00:00;HLB;2%;4,982665769
Samedi;20/05/2023;20230520;13:30:00;HLB;3%;7,061763716
Samedi;20/05/2023;20230520;14:00:00;HLB;6%;12,82110401
Samedi;20/05/2023;20230520;14:30:00;HLB;6%;12,33120162
Samedi;20/05/2023;20230520;15:00:00;HLB;6%;12,97643891
Samedi;20/05/2023;20230520;15:30:00;HLB;6%;12,5104342
Samedi;20/05/2023;20230520;16:00:00;HLB;6%;12,52238304
Samedi;20/05/2023;20230520;16:30:00;HLB;5%;11,1243689
Samedi;20/05/2023;20230520;17:00:00;HLB;5%;9,690508246
Samedi;20/05/2023;20230520;17:30:00;HLB;4%;8,029619657
Samedi;20/05/2023;20230520;18:00:00;HLB;3%;5,938572871
Samedi;20/05/2023;20230520;18:30:00;HLB;2%;3,931167957
Samedi;20/05/2023;20230520;19:00:00;HLB;1%;1,720632784
Samedi;20/05/2023;20230520;19:30:00;HLB;0%;0,704981488
Samedi;20/05/2023;20230520;20:00:00;HLB;0%;0,083641871
Samedi;20/05/2023;20230520;20:30:00;HLB;0%;0,047795355
Samedi;20/05/2023;20230520;21:00:00;HLB;0%;0
Samedi;20/05/2023;20230520;21:30:00;HLB;0%;0
Samedi;20/05/2023;20230520;08:00:00;Help Desk;0%;0,007292719
Samedi;20/05/2023;20230520;08:30:00;Help Desk;0%;0,014024459
Samedi;20/05/2023;20230520;09:00:00;Help Desk;1%;0,141366543
Samedi;20/05/2023;20230520;09:30:00;Help Desk;6%;0,589588242
Samedi;20/05/2023;20230520;10:00:00;Help Desk;9%;0,864467632
Samedi;20/05/2023;20230520;10:30:00;Help Desk;8%;0,762369573
Samedi;20/05/2023;20230520;11:00:00;Help Desk;8%;0,784247728
Samedi;20/05/2023;20230520;11:30:00;Help Desk;7%;0,676539886
Samedi;20/05/2023;20230520;12:00:00;Help Desk;4%;0,429148435
Samedi;20/05/2023;20230520;12:30:00;Help Desk;3%;0,262537866
Samedi;20/05/2023;20230520;13:00:00;Help Desk;2%;0,23392797
Samedi;20/05/2023;20230520;13:30:00;Help Desk;3%;0,331538203
Samedi;20/05/2023;20230520;14:00:00;Help Desk;6%;0,601929766
Samedi;20/05/2023;20230520;14:30:00;Help Desk;6%;0,578929653
Samedi;20/05/2023;20230520;15:00:00;Help Desk;6%;0,609222484
Samedi;20/05/2023;20230520;15:30:00;Help Desk;6%;0,587344329
Samedi;20/05/2023;20230520;16:00:00;Help Desk;6%;0,587905307
Samedi;20/05/2023;20230520;16:30:00;Help Desk;5%;0,52227084
Samedi;20/05/2023;20230520;17:00:00;Help Desk;5%;0,454953439
Samedi;20/05/2023;20230520;17:30:00;Help Desk;4%;0,376977449
Samedi;20/05/2023;20230520;18:00:00;Help Desk;3%;0,278806238
Samedi;20/05/2023;20230520;18:30:00;Help Desk;2%;0,184561876
Samedi;20/05/2023;20230520;19:00:00;Help Desk;1%;0,080780882
Samedi;20/05/2023;20230520;19:30:00;Help Desk;0%;0,033097722
Samedi;20/05/2023;20230520;20:00:00;Help Desk;0%;0,003926848
Samedi;20/05/2023;20230520;20:30:00;Help Desk;0%;0,002243913
Samedi;20/05/2023;20230520;21:00:00;Help Desk;0%;0
Samedi;20/05/2023;20230520;21:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;08:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;08:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;09:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;09:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;10:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;10:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;11:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;11:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;12:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;12:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;13:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;13:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;14:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;14:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;15:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;15:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;16:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;16:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;17:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;17:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;18:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;18:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;19:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;19:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;20:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;20:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;21:00:00;HLB;0%;0
Dimanche;21/05/2023;20230521;21:30:00;HLB;0%;0
Dimanche;21/05/2023;20230521;08:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;08:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;09:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;09:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;10:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;10:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;11:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;11:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;12:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;12:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;13:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;13:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;14:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;14:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;15:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;15:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;16:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;16:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;17:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;17:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;18:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;18:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;19:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;19:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;20:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;20:30:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;21:00:00;Help Desk;0%;0
Dimanche;21/05/2023;20230521;21:30:00;Help Desk;0%;0
Lundi;22/05/2023;20230522;08:00:00;HLB;0%;0,386530246
Lundi;22/05/2023;20230522;08:30:00;HLB;0%;0,625810875
Lundi;22/05/2023;20230522;09:00:00;HLB;1%;4,84083118
Lundi;22/05/2023;20230522;09:30:00;HLB;6%;19,38173092
Lundi;22/05/2023;20230522;10:00:00;HLB;7%;23,68878224
Lundi;22/05/2023;20230522;10:30:00;HLB;7%;22,76847213
Lundi;22/05/2023;20230522;11:00:00;HLB;7%;23,63356363
Lundi;22/05/2023;20230522;11:30:00;HLB;6%;20,98307051
Lundi;22/05/2023;20230522;12:00:00;HLB;4%;13,08680977
Lundi;22/05/2023;20230522;12:30:00;HLB;2%;8,172353779
Lundi;22/05/2023;20230522;13:00:00;HLB;3%;9,092663889
Lundi;22/05/2023;20230522;13:30:00;HLB;3%;11,92721903
Lundi;22/05/2023;20230522;14:00:00;HLB;7%;22,76847213
Lundi;22/05/2023;20230522;14:30:00;HLB;7%;24,2409683
Lundi;22/05/2023;20230522;15:00:00;HLB;7%;24,27778071
Lundi;22/05/2023;20230522;15:30:00;HLB;7%;22,98934655
Lundi;22/05/2023;20230522;16:00:00;HLB;6%;21,01988292
Lundi;22/05/2023;20230522;16:30:00;HLB;5%;18,92157587
Lundi;22/05/2023;20230522;17:00:00;HLB;5%;16,39992616
Lundi;22/05/2023;20230522;17:30:00;HLB;4%;15,18511682
Lundi;22/05/2023;20230522;18:00:00;HLB;3%;12,05606244
Lundi;22/05/2023;20230522;18:30:00;HLB;2%;7,564949106
Lundi;22/05/2023;20230522;19:00:00;HLB;1%;3,386741206
Lundi;22/05/2023;20230522;19:30:00;HLB;0%;1,306840357
Lundi;22/05/2023;20230522;20:00:00;HLB;0%;0,202468224
