Jour;Date;Date_Format_1;Flux;Sous_Flux;Commande;Capacitaire
Jeudi;19/10/2023;20231019;Open;ADSL;2072;0
Jeudi;19/10/2023;20231019;Open;Fibre;1569;0
Jeudi;19/10/2023;20231019;Open;Mobile;957;5097,385303
Jeudi;19/10/2023;20231019;Open;Premium;0;0
Vendredi;20/10/2023;20231020;Open;ADSL;2099;0
Vendredi;20/10/2023;20231020;Open;Fibre;1599;0
Vendredi;20/10/2023;20231020;Open;Mobile;981;5024,738482
Vendredi;20/10/2023;20231020;Open;Premium;0;0
Samedi;21/10/2023;20231021;Open;ADSL;1309;0
Samedi;21/10/2023;20231021;Open;Fibre;983;0
Samedi;21/10/2023;20231021;Open;Mobile;585;3139,926045
Samedi;21/10/2023;20231021;Open;Premium;0;0
Dimanche;22/10/2023;20231022;Open;ADSL;0;0
Dimanche;22/10/2023;20231022;Open;Fibre;0;0
Dimanche;22/10/2023;20231022;Open;Mobile;0;0
Lundi;23/10/2023;20231023;Open;ADSL;2622;0
Lundi;23/10/2023;20231023;Open;Fibre;1986;0
Lundi;23/10/2023;20231023;Open;Mobile;1222;5756,378388
Lundi;23/10/2023;20231023;Open;Premium;0;0
Mardi;24/10/2023;20231024;Open;ADSL;2256;0
Mardi;24/10/2023;20231024;Open;Fibre;1735;0
Mardi;24/10/2023;20231024;Open;Mobile;1072;5585,74719
Mardi;24/10/2023;20231024;Open;Premium;0;0
Mercredi;25/10/2023;20231025;Open;ADSL;2328;0
Mercredi;25/10/2023;20231025;Open;Fibre;1799;0
Mercredi;25/10/2023;20231025;Open;Mobile;1098;5726,684794
Mercredi;25/10/2023;20231025;Open;Premium;0;0
Jeudi;26/10/2023;20231026;Open;ADSL;2095;0
Jeudi;26/10/2023;20231026;Open;Fibre;1634;0
Jeudi;26/10/2023;20231026;Open;Mobile;1014;5067,649602
Jeudi;26/10/2023;20231026;Open;Premium;0;0
Vendredi;27/10/2023;20231027;Open;ADSL;2124;0
Vendredi;27/10/2023;20231027;Open;Fibre;1666;0
Vendredi;27/10/2023;20231027;Open;Mobile;1040;4995,426568
Vendredi;27/10/2023;20231027;Open;Premium;0;0
Samedi;28/10/2023;20231028;Open;ADSL;1325;0
Samedi;28/10/2023;20231028;Open;Fibre;1024;0
Samedi;28/10/2023;20231028;Open;Mobile;622;3162,767062
Samedi;28/10/2023;20231028;Open;Premium;0;0
Dimanche;29/10/2023;20231029;Open;ADSL;0;0
Dimanche;29/10/2023;20231029;Open;Fibre;0;0
Dimanche;29/10/2023;20231029;Open;Mobile;0;0
Lundi;30/10/2023;20231030;Open;ADSL;2675;0
Lundi;30/10/2023;20231030;Open;Fibre;2115;0
Lundi;30/10/2023;20231030;Open;Mobile;1205;6770,383777
Lundi;30/10/2023;20231030;Open;Premium;0;0
Mardi;31/10/2023;20231031;Open;ADSL;2203;0
Mardi;31/10/2023;20231031;Open;Fibre;1752;0
Mardi;31/10/2023;20231031;Open;Mobile;1023;6822,795448
Mardi;31/10/2023;20231031;Open;Premium;0;0
Mercredi;01/11/2023;20231101;Open;ADSL;0;0
Mercredi;01/11/2023;20231101;Open;Fibre;0;0
Mercredi;01/11/2023;20231101;Open;Mobile;0;0
Jeudi;02/11/2023;20231102;Open;ADSL;2687;0
Jeudi;02/11/2023;20231102;Open;Fibre;1820;0
Jeudi;02/11/2023;20231102;Open;Mobile;1376;6064,433466
Jeudi;02/11/2023;20231102;Open;Premium;0;0
Vendredi;03/11/2023;20231103;Open;ADSL;2444;0
Vendredi;03/11/2023;20231103;Open;Fibre;1663;0
Vendredi;03/11/2023;20231103;Open;Mobile;1133;5828,72401
Vendredi;03/11/2023;20231103;Open;Premium;0;0
Samedi;04/11/2023;20231104;Open;ADSL;1349;0
Samedi;04/11/2023;20231104;Open;Fibre;993;0
Samedi;04/11/2023;20231104;Open;Mobile;631;3674,8888
Samedi;04/11/2023;20231104;Open;Premium;0;0
Dimanche;05/11/2023;20231105;Open;ADSL;0;0
Dimanche;05/11/2023;20231105;Open;Fibre;0;0
Dimanche;05/11/2023;20231105;Open;Mobile;0;0
Lundi;06/11/2023;20231106;Open;ADSL;2426;0
Lundi;06/11/2023;20231106;Open;Fibre;1561;0
Lundi;06/11/2023;20231106;Open;Mobile;1099;5926,7233
Lundi;06/11/2023;20231106;Open;Premium;0;0
Mardi;07/11/2023;20231107;Open;ADSL;1952;0
Mardi;07/11/2023;20231107;Open;Fibre;1387;0
Mardi;07/11/2023;20231107;Open;Mobile;1085;5812,564906
Mardi;07/11/2023;20231107;Open;Premium;0;0
Mercredi;08/11/2023;20231108;Open;ADSL;2020;0
Mercredi;08/11/2023;20231108;Open;Fibre;1456;0
Mercredi;08/11/2023;20231108;Open;Mobile;1000;6023,278466
Mercredi;08/11/2023;20231108;Open;Premium;0;0
Jeudi;09/11/2023;20231109;Open;ADSL;1858;0
Jeudi;09/11/2023;20231109;Open;Fibre;1259;0
Jeudi;09/11/2023;20231109;Open;Mobile;966;5280,285083
Jeudi;09/11/2023;20231109;Open;Premium;0;0
Vendredi;10/11/2023;20231110;Open;ADSL;1826;0
Vendredi;10/11/2023;20231110;Open;Fibre;1210;0
Vendredi;10/11/2023;20231110;Open;Mobile;965;5205,031613
Vendredi;10/11/2023;20231110;Open;Premium;0;0
Samedi;11/11/2023;20231111;Open;ADSL;0;0
Samedi;11/11/2023;20231111;Open;Fibre;0;0
Samedi;11/11/2023;20231111;Open;Mobile;0;0
Dimanche;12/11/2023;20231112;Open;ADSL;0;0
Dimanche;12/11/2023;20231112;Open;Fibre;0;0
Dimanche;12/11/2023;20231112;Open;Mobile;0;0
Lundi;13/11/2023;20231113;Open;ADSL;2556;0
Lundi;13/11/2023;20231113;Open;Fibre;1725;0
Lundi;13/11/2023;20231113;Open;Mobile;1509;5254,337164
Lundi;13/11/2023;20231113;Open;Premium;0;0
Mardi;14/11/2023;20231114;Open;ADSL;2038;0
Mardi;14/11/2023;20231114;Open;Fibre;1396;0
Mardi;14/11/2023;20231114;Open;Mobile;1003;5153,130027
Mardi;14/11/2023;20231114;Open;Premium;0;0
Mercredi;15/11/2023;20231115;Open;ADSL;2104;0
Mercredi;15/11/2023;20231115;Open;Fibre;1447;0
Mercredi;15/11/2023;20231115;Open;Mobile;938;5327,247184
Mercredi;15/11/2023;20231115;Open;Premium;0;0
Jeudi;16/11/2023;20231116;Open;ADSL;1897;0
Jeudi;16/11/2023;20231116;Open;Fibre;1316;0
Jeudi;16/11/2023;20231116;Open;Mobile;871;4714,179852
Jeudi;16/11/2023;20231116;Open;Premium;0;0
Vendredi;17/11/2023;20231117;Open;ADSL;1924;0
Vendredi;17/11/2023;20231117;Open;Fibre;1344;0
Vendredi;17/11/2023;20231117;Open;Mobile;895;4646,994391
Vendredi;17/11/2023;20231117;Open;Premium;0;0
Samedi;18/11/2023;20231118;Open;ADSL;1202;0
Samedi;18/11/2023;20231118;Open;Fibre;826;0
Samedi;18/11/2023;20231118;Open;Mobile;506;2942,163316
Samedi;18/11/2023;20231118;Open;Premium;0;0
Dimanche;19/11/2023;20231119;Open;ADSL;0;0
Dimanche;19/11/2023;20231119;Open;Fibre;0;0
Dimanche;19/11/2023;20231119;Open;Mobile;0;0
Lundi;20/11/2023;20231120;Open;ADSL;2252;0
Lundi;20/11/2023;20231120;Open;Fibre;1530;0
Lundi;20/11/2023;20231120;Open;Mobile;957;5232,067781
Lundi;20/11/2023;20231120;Open;Premium;0;0
Mardi;21/11/2023;20231121;Open;ADSL;2018;0
Mardi;21/11/2023;20231121;Open;Fibre;1424;0
Mardi;21/11/2023;20231121;Open;Mobile;968;5119,156013
Mardi;21/11/2023;20231121;Open;Premium;0;0
Mercredi;22/11/2023;20231122;Open;ADSL;2035;0
Mercredi;22/11/2023;20231122;Open;Fibre;1369;0
Mercredi;22/11/2023;20231122;Open;Mobile;983;5291,975744
Mercredi;22/11/2023;20231122;Open;Premium;0;0
Jeudi;23/11/2023;20231123;Open;ADSL;1853;0
Jeudi;23/11/2023;20231123;Open;Fibre;1273;0
Jeudi;23/11/2023;20231123;Open;Mobile;920;4640,60788
Jeudi;23/11/2023;20231123;Open;Premium;0;0
Vendredi;24/11/2023;20231124;Open;ADSL;1908;0
Vendredi;24/11/2023;20231124;Open;Fibre;1329;0
Vendredi;24/11/2023;20231124;Open;Mobile;891;4554,69183
Vendredi;24/11/2023;20231124;Open;Premium;0;0
Samedi;25/11/2023;20231125;Open;ADSL;1071;0
Samedi;25/11/2023;20231125;Open;Fibre;745;0
Samedi;25/11/2023;20231125;Open;Mobile;611;2883,723562
Samedi;25/11/2023;20231125;Open;Premium;0;0
Dimanche;26/11/2023;20231126;Open;ADSL;0;0
Dimanche;26/11/2023;20231126;Open;Fibre;0;0
Dimanche;26/11/2023;20231126;Open;Mobile;0;0
Lundi;27/11/2023;20231127;Open;ADSL;2250;0
Lundi;27/11/2023;20231127;Open;Fibre;1733;0
Lundi;27/11/2023;20231127;Open;Mobile;1067;5128,143994
Lundi;27/11/2023;20231127;Open;Premium;0;0
Mardi;28/11/2023;20231128;Open;ADSL;1944;0
Mardi;28/11/2023;20231128;Open;Fibre;1409;0
Mardi;28/11/2023;20231128;Open;Mobile;1060;5029,367545
Mardi;28/11/2023;20231128;Open;Premium;0;0
Mercredi;29/11/2023;20231129;Open;ADSL;1922;0
Mercredi;29/11/2023;20231129;Open;Fibre;1462;0
Mercredi;29/11/2023;20231129;Open;Mobile;1034;5221,432863
Mercredi;29/11/2023;20231129;Open;Premium;0;0
Jeudi;30/11/2023;20231130;Open;ADSL;1913;0
Jeudi;30/11/2023;20231130;Open;Fibre;1344;0
Jeudi;30/11/2023;20231130;Open;Mobile;985;4620,542796
Jeudi;30/11/2023;20231130;Open;Premium;0;0
Vendredi;01/12/2023;20231201;Open;Mobile;928;4515,13359
Samedi;02/12/2023;20231202;Open;Mobile;777;2807,195313
Dimanche;03/12/2023;20231203;Open;Mobile;0;0
Lundi;04/12/2023;20231204;Open;Mobile;1073;5027,931772
Mardi;05/12/2023;20231205;Open;Mobile;1092;4931,085574
Mercredi;06/12/2023;20231206;Open;Mobile;1120;5002,246055
Jeudi;07/12/2023;20231207;Open;Mobile;1065;4426,580324
Vendredi;08/12/2023;20231208;Open;Mobile;997;4363,493669
Samedi;09/12/2023;20231209;Open;Mobile;669;2762,669787
Dimanche;10/12/2023;20231210;Open;Mobile;0;0
Lundi;11/12/2023;20231211;Open;Mobile;1071;4912,873293
Mardi;12/12/2023;20231212;Open;Mobile;1239;4796,402872
Mercredi;13/12/2023;20231213;Open;Mobile;1249;4956,897061
Jeudi;14/12/2023;20231214;Open;Mobile;1027;4386,450158
Vendredi;15/12/2023;20231215;Open;Mobile;841;4323,935429
Samedi;16/12/2023;20231216;Open;Mobile;576;2737,624178
Dimanche;17/12/2023;20231217;Open;Mobile;0;0
Lundi;18/12/2023;20231218;Open;Mobile;998;4878,232031
Mardi;19/12/2023;20231219;Open;Mobile;1179;4735,734989
Mercredi;20/12/2023;20231220;Open;Mobile;1247;4893,912346
Jeudi;21/12/2023;20231221;Open;Mobile;765;4330,713815
Vendredi;22/12/2023;20231222;Open;Mobile;851;4268,993428
Samedi;23/12/2023;20231223;Open;Mobile;553;2702,83861
Dimanche;24/12/2023;20231224;Open;Mobile;0;0
Lundi;25/12/2023;20231225;Open;Mobile;0;0
Mardi;26/12/2023;20231226;Open;Mobile;1048;5791,205477
Mercredi;27/12/2023;20231227;Open;Mobile;1011;5985,256672
Jeudi;28/12/2023;20231228;Open;Mobile;1046;5271,560406
Vendredi;29/12/2023;20231229;Open;Mobile;1109;5174,80508
Samedi;30/12/2023;20231230;Open;Mobile;691;3262,903786
Dimanche;31/12/2023;20231231;Open;Mobile;0;0
Vendredi;01/12/2023;20231201;Open;ADSL;2043;0
Samedi;02/12/2023;20231202;Open;ADSL;1112;0
Dimanche;03/12/2023;20231203;Open;ADSL;0;0
Lundi;04/12/2023;20231204;Open;ADSL;2268;0
Mardi;05/12/2023;20231205;Open;ADSL;1994;0
Mercredi;06/12/2023;20231206;Open;ADSL;2025;0
Jeudi;07/12/2023;20231207;Open;ADSL;1965;0
Vendredi;08/12/2023;20231208;Open;ADSL;1996;0
Samedi;09/12/2023;20231209;Open;ADSL;1093;0
Dimanche;10/12/2023;20231210;Open;ADSL;0;0
Lundi;11/12/2023;20231211;Open;ADSL;2223;0
Mardi;12/12/2023;20231212;Open;ADSL;2059;0
Mercredi;13/12/2023;20231213;Open;ADSL;2017;0
Jeudi;14/12/2023;20231214;Open;ADSL;1903;0
Vendredi;15/12/2023;20231215;Open;ADSL;1889;0
Samedi;16/12/2023;20231216;Open;ADSL;1033;0
Dimanche;17/12/2023;20231217;Open;ADSL;0;0
Lundi;18/12/2023;20231218;Open;ADSL;2012;0
Mardi;19/12/2023;20231219;Open;ADSL;1842;0
Mercredi;20/12/2023;20231220;Open;ADSL;1928;0
Jeudi;21/12/2023;20231221;Open;ADSL;1698;0
Vendredi;22/12/2023;20231222;Open;ADSL;1735;0
Samedi;23/12/2023;20231223;Open;ADSL;848;0
Dimanche;24/12/2023;20231224;Open;ADSL;0;0
Lundi;25/12/2023;20231225;Open;ADSL;0;0
Mardi;26/12/2023;20231226;Open;ADSL;2097;0
Mercredi;27/12/2023;20231227;Open;ADSL;1890;0
Jeudi;28/12/2023;20231228;Open;ADSL;1731;0
Vendredi;29/12/2023;20231229;Open;ADSL;1687;0
Samedi;30/12/2023;20231230;Open;ADSL;788;0
Dimanche;31/12/2023;20231231;Open;ADSL;0;0
Vendredi;01/12/2023;20231201;Open;Fibre;1313;0
Samedi;02/12/2023;20231202;Open;Fibre;723;0
Dimanche;03/12/2023;20231203;Open;Fibre;0;0
Lundi;04/12/2023;20231204;Open;Fibre;1416;0
Mardi;05/12/2023;20231205;Open;Fibre;1328;0
Mercredi;06/12/2023;20231206;Open;Fibre;1374;0
Jeudi;07/12/2023;20231207;Open;Fibre;1263;0
Vendredi;08/12/2023;20231208;Open;Fibre;1258;0
Samedi;09/12/2023;20231209;Open;Fibre;728;0
Dimanche;10/12/2023;20231210;Open;Fibre;0;0
Lundi;11/12/2023;20231211;Open;Fibre;1448;0
Mardi;12/12/2023;20231212;Open;Fibre;1310;0
Mercredi;13/12/2023;20231213;Open;Fibre;1285;0
Jeudi;14/12/2023;20231214;Open;Fibre;1194;0
Vendredi;15/12/2023;20231215;Open;Fibre;1287;0
Samedi;16/12/2023;20231216;Open;Fibre;715;0
Dimanche;17/12/2023;20231217;Open;Fibre;0;0
Lundi;18/12/2023;20231218;Open;Fibre;1359;0
Mardi;19/12/2023;20231219;Open;Fibre;1202;0
Mercredi;20/12/2023;20231220;Open;Fibre;1240;0
Jeudi;21/12/2023;20231221;Open;Fibre;1031;0
Vendredi;22/12/2023;20231222;Open;Fibre;1143;0
Samedi;23/12/2023;20231223;Open;Fibre;655;0
Dimanche;24/12/2023;20231224;Open;Fibre;0;0
Lundi;25/12/2023;20231225;Open;Fibre;0;0
Mardi;26/12/2023;20231226;Open;Fibre;1410;0
Mercredi;27/12/2023;20231227;Open;Fibre;1245;0
Jeudi;28/12/2023;20231228;Open;Fibre;1048;0
Vendredi;29/12/2023;20231229;Open;Fibre;1116;0
Samedi;30/12/2023;20231230;Open;Fibre;660;0
Dimanche;31/12/2023;20231231;Open;Fibre;0;0
Lundi;01/01/2024;20240101;Open;Fibre;0;0
Mardi;02/01/2024;20240102;Open;Fibre;1435;0
Mercredi;03/01/2024;20240103;Open;Fibre;1400;0
Jeudi;04/01/2024;20240104;Open;Fibre;1306;0
Vendredi;05/01/2024;20240105;Open;Fibre;1291;0
Samedi;06/01/2024;20240106;Open;Fibre;740;0
Dimanche;07/01/2024;20240107;Open;Fibre;0;0
Lundi;08/01/2024;20240108;Open;Fibre;1567;0
Mardi;09/01/2024;20240109;Open;Fibre;1314;0
Mercredi;10/01/2024;20240110;Open;Fibre;1392;0
Jeudi;11/01/2024;20240111;Open;Fibre;1307;0
Vendredi;12/01/2024;20240112;Open;Fibre;1243;0
Samedi;13/01/2024;20240113;Open;Fibre;751;0
Dimanche;14/01/2024;20240114;Open;Fibre;0;0
Lundi;15/01/2024;20240115;Open;Fibre;1570;0
Mardi;16/01/2024;20240116;Open;Fibre;1296;0
Mercredi;17/01/2024;20240117;Open;Fibre;1434;0
Jeudi;18/01/2024;20240118;Open;Fibre;1291;0
Vendredi;19/01/2024;20240119;Open;Fibre;1246;0
Samedi;20/01/2024;20240120;Open;Fibre;752;0
Dimanche;21/01/2024;20240121;Open;Fibre;0;0
Lundi;22/01/2024;20240122;Open;Fibre;1538;0
Mardi;23/01/2024;20240123;Open;Fibre;1246;0
Mercredi;24/01/2024;20240124;Open;Fibre;1368;0
Jeudi;25/01/2024;20240125;Open;Fibre;1287;0
Vendredi;26/01/2024;20240126;Open;Fibre;1186;0
Samedi;27/01/2024;20240127;Open;Fibre;728;0
Dimanche;28/01/2024;20240128;Open;Fibre;0;0
Lundi;29/01/2024;20240129;Open;Fibre;1559;0
Mardi;30/01/2024;20240130;Open;Fibre;1211;0
Mercredi;31/01/2024;20240131;Open;Fibre;1384;0
Lundi;01/01/2024;20240101;Open;ADSL;0;0
Mardi;02/01/2024;20240102;Open;ADSL;2357;0
Mercredi;03/01/2024;20240103;Open;ADSL;2298;0
Jeudi;04/01/2024;20240104;Open;ADSL;2144;0
Vendredi;05/01/2024;20240105;Open;ADSL;2120;0
Samedi;06/01/2024;20240106;Open;ADSL;1214;0
Dimanche;07/01/2024;20240107;Open;ADSL;0;0
Lundi;08/01/2024;20240108;Open;ADSL;2356;0
Mardi;09/01/2024;20240109;Open;ADSL;2074;0
Mercredi;10/01/2024;20240110;Open;ADSL;2123;0
Jeudi;11/01/2024;20240111;Open;ADSL;1994;0
Vendredi;12/01/2024;20240112;Open;ADSL;1989;0
Samedi;13/01/2024;20240113;Open;ADSL;1122;0
Dimanche;14/01/2024;20240114;Open;ADSL;0;0
Lundi;15/01/2024;20240115;Open;ADSL;2493;0
Mardi;16/01/2024;20240116;Open;ADSL;2184;0
Mercredi;17/01/2024;20240117;Open;ADSL;2290;0
Jeudi;18/01/2024;20240118;Open;ADSL;2131;0
Vendredi;19/01/2024;20240119;Open;ADSL;2089;0
Samedi;20/01/2024;20240120;Open;ADSL;1151;0
Dimanche;21/01/2024;20240121;Open;ADSL;0;0
Lundi;22/01/2024;20240122;Open;ADSL;2427;0
Mardi;23/01/2024;20240123;Open;ADSL;2142;0
Mercredi;24/01/2024;20240124;Open;ADSL;2191;0
Jeudi;25/01/2024;20240125;Open;ADSL;2084;0
Vendredi;26/01/2024;20240126;Open;ADSL;2009;0
Samedi;27/01/2024;20240127;Open;ADSL;1153;0
Dimanche;28/01/2024;20240128;Open;ADSL;0;0
Lundi;29/01/2024;20240129;Open;ADSL;2427;0
Mardi;30/01/2024;20240130;Open;ADSL;2121;0
Mercredi;31/01/2024;20240131;Open;ADSL;2230;0
Lundi;01/01/2024;20240101;Open;Mobile;0;0
Mardi;02/01/2024;20240102;Open;Mobile;1393;4724,81477
Mercredi;03/01/2024;20240103;Open;Mobile;1350;4905,249594
Jeudi;04/01/2024;20240104;Open;Mobile;1090;4340,746357
Vendredi;05/01/2024;20240105;Open;Mobile;1184;4257,266071
Samedi;06/01/2024;20240106;Open;Mobile;713;2681,922321
Dimanche;07/01/2024;20240107;Open;Mobile;0;0
Lundi;08/01/2024;20240108;Open;Mobile;1241;5007,080972
Mardi;09/01/2024;20240109;Open;Mobile;1176;4907,681738
Mercredi;10/01/2024;20240110;Open;Mobile;1213;5076,355415
Jeudi;11/01/2024;20240111;Open;Mobile;1041;4475,000774
Vendredi;12/01/2024;20240112;Open;Mobile;982;4396,310066
Samedi;13/01/2024;20240113;Open;Mobile;583;2774,174523
Dimanche;14/01/2024;20240114;Open;Mobile;0;0
Lundi;15/01/2024;20240115;Open;Mobile;1319;4922,927714
Mardi;16/01/2024;20240116;Open;Mobile;1198;4810,056613
Mercredi;17/01/2024;20240117;Open;Mobile;1240;4975,370954
Jeudi;18/01/2024;20240118;Open;Mobile;1129;4385,97911
Vendredi;19/01/2024;20240119;Open;Mobile;1110;4308,853805
Samedi;20/01/2024;20240120;Open;Mobile;638;2719,649129
Dimanche;21/01/2024;20240121;Open;Mobile;0;0
Lundi;22/01/2024;20240122;Open;Mobile;1310;4826,169357
Mardi;23/01/2024;20240123;Open;Mobile;1154;4724,363065
Mercredi;24/01/2024;20240124;Open;Mobile;1220;4895,773342
Jeudi;25/01/2024;20240125;Open;Mobile;1126;4324,100995
Vendredi;26/01/2024;20240126;Open;Mobile;1146;4258,388424
Samedi;27/01/2024;20240127;Open;Mobile;634;2691,641107
Dimanche;28/01/2024;20240128;Open;Mobile;0;0
Lundi;29/01/2024;20240129;Open;Mobile;1307;5036,272204
Mardi;30/01/2024;20240130;Open;Mobile;1152;4930,567989
Mercredi;31/01/2024;20240131;Open;Mobile;1202;5109,460853
Jeudi;01/02/2024;20240201;Open;ADSL;1758;0
Vendredi;02/02/2024;20240202;Open;ADSL;1706;0
Samedi;03/02/2024;20240203;Open;ADSL;925;0
Dimanche;04/02/2024;20240204;Open;ADSL;0;0
Lundi;05/02/2024;20240205;Open;ADSL;2003;0
Mardi;06/02/2024;20240206;Open;ADSL;1770;0
Mercredi;07/02/2024;20240207;Open;ADSL;1768;0
Jeudi;08/02/2024;20240208;Open;ADSL;1703;0
Vendredi;09/02/2024;20240209;Open;ADSL;1637;0
Samedi;10/02/2024;20240210;Open;ADSL;884;0
Dimanche;11/02/2024;20240211;Open;ADSL;0;0
Lundi;12/02/2024;20240212;Open;ADSL;1935;0
Mardi;13/02/2024;20240213;Open;ADSL;1680;0
Mercredi;14/02/2024;20240214;Open;ADSL;1739;0
Jeudi;15/02/2024;20240215;Open;ADSL;1615;0
Vendredi;16/02/2024;20240216;Open;ADSL;1606;0
Samedi;17/02/2024;20240217;Open;ADSL;860;0
Dimanche;18/02/2024;20240218;Open;ADSL;0;0
Lundi;19/02/2024;20240219;Open;ADSL;1906;0
Mardi;20/02/2024;20240220;Open;ADSL;1645;0
Mercredi;21/02/2024;20240221;Open;ADSL;1717;0
Jeudi;22/02/2024;20240222;Open;ADSL;1576;0
Vendredi;23/02/2024;20240223;Open;ADSL;1589;0
Samedi;24/02/2024;20240224;Open;ADSL;865;0
Dimanche;25/02/2024;20240225;Open;ADSL;0;0
Lundi;26/02/2024;20240226;Open;ADSL;2253;0
Mardi;27/02/2024;20240227;Open;ADSL;1957;0
Mercredi;28/02/2024;20240228;Open;ADSL;2025;0
Jeudi;29/02/2024;20240229;Open;ADSL;1844;0
Jeudi;01/02/2024;20240201;Open;Fibre;1246;0
Vendredi;02/02/2024;20240202;Open;Fibre;1197;0
Samedi;03/02/2024;20240203;Open;Fibre;691;0
Dimanche;04/02/2024;20240204;Open;Fibre;0;0
Lundi;05/02/2024;20240205;Open;Fibre;1430;0
Mardi;06/02/2024;20240206;Open;Fibre;1169;0
Mercredi;07/02/2024;20240207;Open;Fibre;1220;0
Jeudi;08/02/2024;20240208;Open;Fibre;1148;0
Vendredi;09/02/2024;20240209;Open;Fibre;1122;0
Samedi;10/02/2024;20240210;Open;Fibre;662;0
Dimanche;11/02/2024;20240211;Open;Fibre;0;0
Lundi;12/02/2024;20240212;Open;Fibre;1403;0
Mardi;13/02/2024;20240213;Open;Fibre;1191;0
Mercredi;14/02/2024;20240214;Open;Fibre;1196;0
Jeudi;15/02/2024;20240215;Open;Fibre;1148;0
Vendredi;16/02/2024;20240216;Open;Fibre;1155;0
Samedi;17/02/2024;20240217;Open;Fibre;663;0
Dimanche;18/02/2024;20240218;Open;Fibre;0;0
Lundi;19/02/2024;20240219;Open;Fibre;1415;0
Mardi;20/02/2024;20240220;Open;Fibre;1182;0
Mercredi;21/02/2024;20240221;Open;Fibre;1200;0
Jeudi;22/02/2024;20240222;Open;Fibre;1177;0
Vendredi;23/02/2024;20240223;Open;Fibre;1148;0
Samedi;24/02/2024;20240224;Open;Fibre;664;0
Dimanche;25/02/2024;20240225;Open;Fibre;0;0
Lundi;26/02/2024;20240226;Open;Fibre;1621;0
Mardi;27/02/2024;20240227;Open;Fibre;1490;0
Mercredi;28/02/2024;20240228;Open;Fibre;1499;0
Jeudi;29/02/2024;20240229;Open;Fibre;1378;0
Jeudi;01/02/2024;20240201;Open;Mobile;1465;4587,100991
Vendredi;02/02/2024;20240202;Open;Mobile;1442;4521,72663
Samedi;03/02/2024;20240203;Open;Mobile;840;2862,852222
Dimanche;04/02/2024;20240204;Open;Mobile;0;0
Lundi;05/02/2024;20240205;Open;Mobile;1595;5085,677685
Mardi;06/02/2024;20240206;Open;Mobile;1472;4973,011214
Mercredi;07/02/2024;20240207;Open;Mobile;1482;5134,373347
Jeudi;08/02/2024;20240208;Open;Mobile;1383;4517,419122
Vendredi;09/02/2024;20240209;Open;Mobile;1385;4430,411211
Samedi;10/02/2024;20240210;Open;Mobile;786;2790,997031
Dimanche;11/02/2024;20240211;Open;Mobile;0;0
Lundi;12/02/2024;20240212;Open;Mobile;1622;4947,519968
Mardi;13/02/2024;20240213;Open;Mobile;1471;4834,085025
Mercredi;14/02/2024;20240214;Open;Mobile;1531;5000,225186
Jeudi;15/02/2024;20240215;Open;Mobile;1424;4407,889062
Vendredi;16/02/2024;20240216;Open;Mobile;1373;4330,378481
Samedi;17/02/2024;20240217;Open;Mobile;812;2732,57015
Dimanche;18/02/2024;20240218;Open;Mobile;0;0
Lundi;19/02/2024;20240219;Open;Mobile;1643;4849,098429
Mardi;20/02/2024;20240220;Open;Mobile;1489;4737,920059
Mercredi;21/02/2024;20240221;Open;Mobile;1552;4900,755177
Jeudi;22/02/2024;20240222;Open;Mobile;1421;4779,004339
Vendredi;23/02/2024;20240223;Open;Mobile;1399;4696,702901
Samedi;24/02/2024;20240224;Open;Mobile;841;2963,73309
Dimanche;25/02/2024;20240225;Open;Mobile;0;0
Lundi;26/02/2024;20240226;Open;Mobile;2013;5259,309998
Mardi;27/02/2024;20240227;Open;Mobile;1803;5148,366761
Mercredi;28/02/2024;20240228;Open;Mobile;1846;5335,160825
Jeudi;29/02/2024;20240229;Open;Mobile;1759;4941,703021
Vendredi;01/03/2024;20240301;Open;ADSL;2001;0
Samedi;02/03/2024;20240302;Open;ADSL;1040;0
Dimanche;03/03/2024;20240303;Open;ADSL;0;0
Lundi;04/03/2024;20240304;Open;ADSL;2599;0
Mardi;05/03/2024;20240305;Open;ADSL;2263;0
Mercredi;06/03/2024;20240306;Open;ADSL;2312;0
Jeudi;07/03/2024;20240307;Open;ADSL;2121;0
Vendredi;08/03/2024;20240308;Open;ADSL;2114;0
Samedi;09/03/2024;20240309;Open;ADSL;1169;0
Dimanche;10/03/2024;20240310;Open;ADSL;0;0
Lundi;11/03/2024;20240311;Open;ADSL;2380;0
Mardi;12/03/2024;20240312;Open;ADSL;2076;0
Mercredi;13/03/2024;20240313;Open;ADSL;2114;0
Jeudi;14/03/2024;20240314;Open;ADSL;1930;0
Vendredi;15/03/2024;20240315;Open;ADSL;1932;0
Samedi;16/03/2024;20240316;Open;ADSL;1089;0
Dimanche;17/03/2024;20240317;Open;ADSL;0;0
Lundi;18/03/2024;20240318;Open;ADSL;2341;0
Mardi;19/03/2024;20240319;Open;ADSL;2004;0
Mercredi;20/03/2024;20240320;Open;ADSL;2071;0
Jeudi;21/03/2024;20240321;Open;ADSL;1932;0
Vendredi;22/03/2024;20240322;Open;ADSL;1925;0
Samedi;23/03/2024;20240323;Open;ADSL;1059;0
Dimanche;24/03/2024;20240324;Open;ADSL;0;0
Lundi;25/03/2024;20240325;Open;ADSL;2095;0
Mardi;26/03/2024;20240326;Open;ADSL;1753;0
Mercredi;27/03/2024;20240327;Open;ADSL;1860;0
