Date_Format_1;Appels_traites;Capacitaire;Chorus;Commande;Courts;DUREE;Den_Satisfaction_Decouverte;Duree_dispo_CC;Duree_log_face_au_client_hors_attente;Duree_log_total;Duree_retrait_formation;Duree_retrait_management;Duree_retrait_pause;Etoile_1;Etoile_2;Etoile_3;Etoile_4;Etoile_5;H_ABS_ABS;H_PLA_ABS;H_REA_ABS;Hagrid;Happy;NbCas;NbScript;NbreAppelTraite;NbreTransfertsAccompAveug;Nbre_Tracage_ND;Presentes;Prevision;Reit1J;Reit1h;Reit7J;Reit7J_7;Satisfaction_Decouverte;Traites;exploitables;exploitables_7;exploitables_Tracage;Datation;Jour;Mois;Semaine;Annee;Semaine_Format_2;Trimestre
20230225,0;3930,0;2955,381832;0,0;3218,0;27,0;292500,0;130,0;636580,7448;2203319,9439;3221000,78;15,0;29145,0;273574,0;13,0;2,0;8,0;23,0;102,0;365,5496;1341,5;975,9504000000001;2,0;29,0;0,0;0,0;3928,0;391,0;0,0;4065,0;3575,5555555555557;259,0;181,0;726,0;726,0;68,0;3891,0;3837,0;3837,0;2377,0;25/02/2023;Samedi;Février;S08;2023;2023-Sem08;2023 - T1
20230226,0;0,0;0,0;0,0;0,0;0,0;0,0;156,0;1076,8181;2,7274;1307,2727;0,0;0,0;0,0;7,0;4,0;5,0;22,0;143,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,0;0,0;0,0;0,0;0,0;26/02/2023;Dimanche;Février;S08;2023;2023-Sem08;2023 - T1
20230227,0;7178,0;5507,960691;3,0;6419,0;46,0;1441560,0;145,0;816454,4853;4113754,6407;5589511,7565;180,0;55976,0;462109,0;10,0;5,0;6,0;36,0;109,0;538,8;2668,0;2129,2;3,0;71,0;0,0;0,0;7137,0;514,0;0,0;7214,0;7132,222222222223;660,0;345,0;1387,0;1387,0;70,0;7116,0;6967,0;6967,0;4748,0;27/02/2023;Lundi;Février;S09;2023;2023-Sem09;2023 - T1
20230228,0;6381,0;5292,66616;4,0;5568,0;33,0;857340,0;53,0;816459,2193;3640898,1298;5115866,4382;29877,0;82614,0;420815,0;8,0;3,0;6,0;9,0;38,0;475,6003;2280,0;1804,3997;2,0;60,0;0,0;0,0;6362,0;428,0;0,0;6383,0;6186,666666666667;490,0;225,0;1092,0;1092,0;20,0;6341,0;6177,0;6177,0;4090,0;28/02/2023;Mardi;Février;S09;2023;2023-Sem09;2023 - T1
20230301,0;6906,0;5509,902857;2,0;5874,0;33,0;639120,0;107,0;779363,8923;4080783,342;5586581,2335;6953,0;123780,0;469232,0;5,0;5,0;7,0;15,0;94,0;397,9995;2299,0;1901,0005;11,0;79,0;0,0;0,0;6902,0;430,0;0,0;6925,0;6526,666666666667;571,0;267,0;1212,0;1212,0;47,0;6831,0;6727,0;6727,0;4587,0;01/03/2023;Mercredi;Mars;S09;2023;2023-Sem09;2023 - T1
20230302,0;5622,0;4835,685079;2,0;5339,0;32,0;606420,0;146,0;868413,2829;3347873,5159;4779356,6153;1935,0;71942,0;384935,0;8,0;12,0;4,0;26,0;116,0;395,8164;2049,0;1653,1836;6,0;76,0;0,0;0,0;5621,0;373,0;0,0;5671,0;5932,222222222222;459,0;224,0;951,0;951,0;82,0;5576,0;5474,0;5474,0;3642,0;02/03/2023;Jeudi;Mars;S09;2023;2023-Sem09;2023 - T1
20230303,0;6073,0;4746,988831;4,0;5395,0;30,0;566520,0;114,0;855297,7273;3533321,2727;4972928,9092;2928,0;46965,0;399160,0;5,0;2,0;4,0;13,0;107,0;391,6827;2073,0;1681,3173;9,0;90,0;0,0;0,0;6060,0;401,0;0,0;6105,0;5994,444444444445;449,0;223,0;1055,0;1055,0;69,0;6020,0;5909,0;5909,0;4101,0;03/03/2023;Vendredi;Mars;S09;2023;2023-Sem09;2023 - T1
20230304,0;3283,0;2967,904636;1,0;3370,0;18,0;307620,0;136,0;841895,1818;1918847,8182;3078128,3636;124,0;14992,0;235696,0;14,0;1,0;5,0;16,0;107,0;342,6498;1310,0;967,3502;1,0;26,0;0,0;0,0;3280,0;190,0;0,0;3337,0;3744,4444444444443;220,0;140,0;634,0;634,0;76,0;3263,0;3202,0;3202,0;2286,0;04/03/2023;Samedi;Mars;S09;2023;2023-Sem09;2023 - T1
20230305,0;0,0;0,0;0,0;0,0;0,0;0,0;144,0;1042,5454;0,4546;1255,2727;0,0;0,0;0,0;14,0;4,0;9,0;22,0;118,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;85,0;0,0;0,0;0,0;0,0;05/03/2023;Dimanche;Mars;S09;2023;2023-Sem09;2023 - T1
20230306,0;6858,0;5277,843735;3,0;6449,0;48,0;883320,0;123,0;1207537,5944;4112705,0417;6006094,637;1705,0;65129,0;488538,0;8,0;3,0;12,0;27,0;87,0;416,1169;2609,0;2192,8831;6,0;76,0;0,0;0,0;6843,0;382,0;0,0;6894,0;7165,555555555556;593,0;290,0;1236,0;1236,0;59,0;6817,0;6656,0;6656,0;4617,0;06/03/2023;Lundi;Mars;S10;2023;2023-Sem10;2023 - T1
20230307,0;7814,0;5166,476962;3,0;5599,0;44,0;531360,0;68,0;308984,2868;4423926,5318;5379768,733;11567,0;81057,0;417987,0;7,0;5,0;3,0;14,0;50,0;390,6164;2257,5;1866,8836;7,0;76,0;0,0;0,0;7802,0;425,0;0,0;8159,0;6221,111111111111;664,0;329,0;1405,0;1405,0;29,0;7751,0;7570,0;7570,0;5523,0;07/03/2023;Mardi;Mars;S10;2023;2023-Sem10;2023 - T1
20230308,0;5602,0;5351,181376;6,0;5742,0;37,0;538620,0;130,0;1056472,0005;3313755,3163;5344282,0444;951,0;383824,0;452060,0;13,0;6,0;7,0;19,0;102,0;383,6331;2253,0;1869,3669;20,0;97,0;0,0;0,0;5597,0;271,0;0,0;5637,0;6380,000000000001;474,0;226,0;1076,0;1076,0;66,0;5578,0;5438,0;5438,0;4210,0;08/03/2023;Mercredi;Mars;S10;2023;2023-Sem10;2023 - T1
20230309,0;4775,0;4674,049685;4,0;5214,0;19,0;862320,0;134,0;1231005,7273;2752197,5455;4614800,7273;91,0;165997,0;373972,0;5,0;3,0;6,0;20,0;117,0;303,6829;2149,5;1845,8171;13,0;87,0;0,0;0,0;4767,0;269,0;0,0;4802,0;5793,333333333334;430,0;203,0;928,0;928,0;73,0;4739,0;4625,0;4625,0;3401,0;09/03/2023;Jeudi;Mars;S10;2023;2023-Sem10;2023 - T1
20230310,0;5510,0;4507,44171;1,0;5271,0;28,0;801720,0;114,0;525183,6084;3253636,1142;4378335,2685;8613,0;111521,0;359264,0;7,0;4,0;7,0;16,0;100,0;326,8998;2070,5;1743,6002;4,0;82,0;0,0;0,0;5506,0;293,0;0,0;5547,0;5856,666666666667;455,0;240,0;1026,0;1026,0;58,0;5480,0;5336,0;5336,0;3999,0;10/03/2023;Vendredi;Mars;S10;2023;2023-Sem10;2023 - T1
20230311,0;4152,0;2839,893747;0,0;3290,0;28,0;282960,0;113,0;659073,3381;2351013,3987;3417966,5573;150,0;30715,0;272843,0;10,0;1,0;4,0;18,0;89,0;325,1671;1345,5;1020,3329;1,0;23,0;0,0;0,0;4149,0;228,0;0,0;4280,0;3655,5555555555557;283,0;188,0;806,0;806,0;62,0;4125,0;4004,0;4004,0;3113,0;11/03/2023;Samedi;Mars;S10;2023;2023-Sem10;2023 - T1
20230312,0;0,0;0,0;0,0;0,0;0,0;0,0;115,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;2,0;3,0;17,0;103,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;65,0;0,0;0,0;0,0;0,0;12/03/2023;Dimanche;Mars;S10;2023;2023-Sem10;2023 - T1
20230313,0;7021,0;5281,555298;7,0;6387,0;39,0;1457340,0;123,0;1006462,6931;4024867,4113;5758853,9233;2269,0;138318,0;435994,0;5,0;6,0;4,0;24,0;100,0;408,7672;2721,0;2312,2327999999998;11,0;75,0;0,0;0,0;7014,0;374,0;0,0;7090,0;7096,666666666667;577,0;274,0;1271,0;1271,0;64,0;6942,0;6803,0;6803,0;5093,0;13/03/2023;Lundi;Mars;S11;2023;2023-Sem11;2023 - T1
20230314,0;5803,0;5155,556743;1,0;5542,0;40,0;1099380,0;41,0;1145113,0906;3320991,3304;5082691,4185;245,0;103142,0;397426,0;4,0;1,0;3,0;7,0;37,0;359,1663;2457,0;2097,8337;8,0;63,0;0,0;0,0;5802,0;322,0;0,0;5818,0;6157,777777777778;462,0;252,0;1030,0;1030,0;20,0;5752,0;5626,0;5626,0;4022,0;14/03/2023;Mardi;Mars;S11;2023;2023-Sem11;2023 - T1
20230315,0;6772,0;5289,456355;0,0;5686,0;41,0;1449000,0;58,0;990629,2518;3675433,0993;5274840,4402;967,0;93749,0;384838,0;3,0;1,0;2,0;8,0;51,0;271,7333;2469,5;2197,7667;15,0;60,0;0,0;0,0;6764,0;350,0;0,0;7436,0;6317,777777777778;781,0;249,0;1582,0;1582,0;36,0;6688,0;6569,0;6569,0;5283,0;15/03/2023;Mercredi;Mars;S11;2023;2023-Sem11;2023 - T1
20230316,0;5422,0;4658,443509;3,0;5166,0;32,0;1034700,0;180,0;1125914,0439;3285797,9947;5025049,0389;108,0;83864,0;402682,0;10,0;5,0;11,0;27,0;153,0;241,1333;2305,5;2064,3667;17,0;76,0;0,0;0,0;5416,0;369,0;0,0;5477,0;5740,0;483,0;227,0;1064,0;1064,0;100,0;5391,0;5255,0;5255,0;3950,0;16/03/2023;Jeudi;Mars;S11;2023;2023-Sem11;2023 - T1
20230317,0;5492,0;4592,05239;5,0;5224,0;38,0;751260,0;44,0;876245,4712;3408517,3259;4962947,2503;312,0;147768,0;409689,0;4,0;4,0;0,0;11,0;31,0;306,8666;2277,0;1970,1334;17,0;61,0;0,0;0,0;5486,0;385,0;0,0;5544,0;5804,444444444445;431,0;224,0;1055,0;1055,0;23,0;5458,0;5313,0;5313,0;3998,0;17/03/2023;Vendredi;Mars;S11;2023;2023-Sem11;2023 - T1
20230318,0;3030,0;2880,940717;11,0;3261,0;18,0;249900,0;31,0;656598,5;1724948,9999;2698684,5;132,0;26606,0;224964,0;6,0;1,0;1,0;5,0;25,0;271,7168;1127,0;855,2832;8,0;21,0;0,0;0,0;3028,0;179,0;0,0;3067,0;3623,3333333333335;199,0;119,0;570,0;570,0;13,0;3018,0;2944,0;2944,0;2205,0;18/03/2023;Samedi;Mars;S11;2023;2023-Sem11;2023 - T1
20230319,0;0,0;0,0;0,0;0,0;0,0;0,0;35,0;980,0;44,3638;1215,9092;0,0;0,0;0,0;4,0;0,0;2,0;3,0;32,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;0,0;0,0;19/03/2023;Dimanche;Mars;S11;2023;2023-Sem11;2023 - T1
20230320,0;6100,0;5472,082241;8,0;6040,0;28,0;821880,0;243,0;1552030,8566;3737145,0477;6034629,9925999995;32,0;103264,0;498130,0;19,0;6,0;9,0;32,0;218,0;457,3503;2885,0;2427,6497;17,0;66,0;0,0;0,0;6094,0;364,0;0,0;6183,0;6711,111111111111;537,0;250,0;1167,0;1167,0;122,0;6057,0;5901,0;5901,0;4421,0;20/03/2023;Lundi;Mars;S12;2023;2023-Sem12;2023 - T1
20230321,0;5458,0;5380,027912;2,0;5243,0;25,0;325440,0;34,0;1839641,556;3238789,5561;5803609,6676;16,0;134903,0;477936,0;1,0;0,0;5,0;3,0;30,0;411,0502;2579,0;2167,9498;8,0;66,0;0,0;0,0;5454,0;324,0;0,0;5486,0;5825,555555555556;446,0;201,0;923,0;923,0;20,0;5432,0;5306,0;5306,0;3904,0;21/03/2023;Mardi;Mars;S12;2023;2023-Sem12;2023 - T1
20230322,0;5468,0;5562,810018;4,0;5377,0;35,0;384540,0;109,0;1813559,4668999999;3320013,5586;5788757,3596;1003,0;85331,0;461110,0;6,0;5,0;4,0;8,0;95,0;386,9997;2642,0;2255,0003;11,0;60,0;0,0;0,0;5464,0;369,0;0,0;5576,0;5974,444444444444;452,0;233,0;954,0;954,0;67,0;5467,0;5313,0;5313,0;3913,0;22/03/2023;Mercredi;Mars;S12;2023;2023-Sem12;2023 - T1
20230323,0;5825,0;5242,560379;4,0;4888,0;31,0;284700,0;141,0;1609194,4443;3330120,5557;5535885,8889;997,0;82034,0;413303,0;15,0;5,0;5,0;25,0;116,0;416,05;2486,0;2070,0166;10,0;83,0;0,0;0,0;5819,0;437,0;0,0;5867,0;5431,111111111111;517,0;246,0;1102,0;1102,0;63,0;5823,0;5620,0;5620,0;4513,0;23/03/2023;Jeudi;Mars;S12;2023;2023-Sem12;2023 - T1
20230324,0;5027,0;5167,844554;4,0;4940,0;39,0;239100,0;92,0;1706367,7778;2748143,3334;4973686,4457;29400,0;76951,0;354239,0;8,0;0,0;2,0;14,0;79,0;534,8835;2374,0;1839,1165;9,0;81,0;0,0;0,0;5021,0;478,0;0,0;5068,0;5488,888888888889;433,0;253,0;962,0;962,0;49,0;5023,0;4857,0;4857,0;3708,0;24/03/2023;Vendredi;Mars;S12;2023;2023-Sem12;2023 - T1
20230325,0;2951,0;3271,930498;1,0;3084,0;28,0;163080,0;126,0;1431350,5408;1562939,7041;3302195,4671;17239,0;21135,0;231553,0;11,0;3,0;7,0;20,0;96,0;381,9664;1394,0;1012,0336;8,0;47,0;0,0;0,0;2948,0;195,0;0,0;2969,0;3426,666666666667;215,0;141,0;601,0;601,0;68,0;2950,0;2847,0;2847,0;2299,0;25/03/2023;Samedi;Mars;S12;2023;2023-Sem12;2023 - T1
20230326,0;0,0;0,0;0,0;0,0;0,0;0,0;90,0;1638,4445;19,3334;1863,3333;0,0;0,0;0,0;3,0;1,0;6,0;13,0;82,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;51,0;0,0;0,0;0,0;0,0;26/03/2023;Dimanche;Mars;S12;2023;2023-Sem12;2023 - T1
20230327,0;5982,0;5400,829272;3,0;6249,0;38,0;937380,0;94,0;1985385,0777;3243208,5453;5811722,6268;11077,0;119463,0;389160,0;7,0;3,0;1,0;23,0;75,0;442,8671;2678,0;2235,2996;9,0;86,0;0,0;0,0;5973,0;494,0;0,0;6060,0;6943,333333333334;573,0;263,0;1143,0;1143,0;51,0;5976,0;5787,0;5787,0;4532,0;27/03/2023;Lundi;Mars;S13;2023;2023-Sem13;2023 - T1
20230328,0;6244,0;5296,800457;1,0;5423,0;46,0;617520,0;45,0;1345226,5487;3400657,955;5260866,9477;13031,0;78949,0;353223,0;0,0;2,0;4,0;7,0;37,0;385,08389999999997;2357,0;1972,0328;6,0;63,0;0,0;0,0;6234,0;540,0;0,0;6604,0;6025,555555555556;525,0;262,0;1141,0;1141,0;26,0;6239,0;5998,0;5998,0;4843,0;28/03/2023;Mardi;Mars;S13;2023;2023-Sem13;2023 - T1
20230329,0;5718,0;5480,116367;7,0;5563,0;37,0;587280,0;78,0;1396608,2479;3204675,1299;5194697,1579;4235,0;112917,0;366233,0;4,0;4,0;5,0;13,0;61,0;427,9661;2359,0;1931,0673;8,0;113,0;0,0;0,0;5718,0;370,0;0,0;5867,0;6181,111111111111;510,0;239,0;1053,0;1053,0;39,0;5717,0;5532,0;5532,0;4334,0;29/03/2023;Mercredi;Mars;S13;2023;2023-Sem13;2023 - T1
20230330,0;5246,0;4849,456627;3,0;5054,0;40,0;560400,0;109,0;1289961,5492;2857780,8996;4590920,006;5278,0;49160,0;323386,0;7,0;1,0;6,0;19,0;94,0;454,6835;2238,0;1783,3332;10,0;57,0;0,0;0,0;5242,0;412,0;0,0;5465,0;5615,555555555556;434,0;215,0;987,0;987,0;65,0;5244,0;5072,0;5072,0;3978,0;30/03/2023;Jeudi;Mars;S13;2023;2023-Sem13;2023 - T1
20230331,0;4992,0;4762,829252;2,0;5109,0;47,0;506640,0;87,0;978753,8764;2770860,6026;4184989,4778;5290,0;53237,0;309607,0;6,0;0,0;4,0;18,0;71,0;534,3839;2190,0;1655,8495;7,0;76,0;0,0;0,0;4989,0;452,0;0,0;5317,0;5676,666666666667;413,0;201,0;955,0;955,0;48,0;4989,0;4828,0;4828,0;3875,0;31/03/2023;Vendredi;Mars;S13;2023;2023-Sem13;2023 - T1
20230401,0;3057,0;3015,502135;5,0;3129,0;20,0;145440,0;93,0;1163288,1521;1724481,0613;3320047,7657;94871,0;74611,0;230304,0;10,0;2,0;4,0;14,0;76,0;463,0829;1462,0;998,9171;4,0;49,0;0,0;0,0;3057,0;189,0;0,0;3135,0;3476,666666666667;189,0;127,0;578,0;578,0;49,0;3057,0;2949,0;2949,0;2529,0;01/04/2023;Samedi;Avril;S13;2023;2023-Sem13;2023 - T2
20230402,0;0,0;0,0;0,0;0,0;0,0;0,0;99,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;4,0;3,0;15,0;81,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;57,0;0,0;0,0;0,0;0,0;02/04/2023;Dimanche;Avril;S13;2023;2023-Sem13;2023 - T2
20230403,0;6630,0;5697,710556;5,0;6226,0;50,0;1330440,0;74,0;892941,6215;3657583,0586;5170210,0142;15279,0;170272,0;372638,0;6,0;0,0;2,0;7,0;77,0;614,5502;2672,0;2057,4832;6,0;81,0;0,0;0,0;6625,0;444,0;0,0;7039,0;6917,777777777778;685,0;300,0;1300,0;1300,0;48,0;6628,0;6441,0;6441,0;5369,0;03/04/2023;Lundi;Avril;S14;2023;2023-Sem14;2023 - T2
20230404,0;4974,0;5561,103279;6,0;5401,0;40,0;1159740,0;41,0;1384932,6591;2745219,2369;4622760,5636;238,0;121663,0;323257,0;4,0;0,0;2,0;11,0;30,0;517,0834;2391,0;1873,9166;6,0;72,0;0,0;0,0;4972,0;400,0;0,0;5081,0;6001,111111111111;433,0;210,0;834,0;834,0;20,0;4974,0;4830,0;4830,0;3874,0;04/04/2023;Mardi;Avril;S14;2023;2023-Sem14;2023 - T2
20230405,0;5866,0;5702,087292;3,0;5548,0;44,0;1017240,0;91,0;991376,2141;3357442,1823;4878654,3938;425,0;141240,0;318841,0;4,0;2,0;5,0;16,0;74,0;431,3664;2282,0;1850,6336000000001;8,0;65,0;0,0;0,0;5863,0;443,0;0,0;6202,0;6164,444444444444;562,0;275,0;1105,0;1105,0;50,0;5866,0;5720,0;5720,0;4658,0;05/04/2023;Mercredi;Avril;S14;2023;2023-Sem14;2023 - T2
20230406,0;5842,0;4949,150321;2,0;5037,0;32,0;885600,0;95,0;737974,2426;3262157,842;4435635,3069;930,0;71542,0;282070,0;6,0;1,0;3,0;12,0;84,0;447,35;2128,0;1680,6834000000001;12,0;98,0;0,0;0,0;5837,0;512,0;0,0;6338,0;5596,666666666667;489,0;236,0;973,0;973,0;55,0;5845,0;5624,0;5624,0;4256,0;06/04/2023;Jeudi;Avril;S14;2023;2023-Sem14;2023 - T2
20230407,0;4544,0;4753,099264;12,0;5112,0;35,0;703560,0;80,0;1425772,4799;2625385,4269;4540706,4612;2903,0;110967,0;299476,0;4,0;2,0;2,0;11,0;72,0;402,0003;2025,0;1622,9997;10,0;59,0;0,0;0,0;4540,0;399,0;0,0;4627,0;5680,000000000001;357,0;180,0;784,0;784,0;50,0;4540,0;4390,0;4390,0;3401,0;07/04/2023;Vendredi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408,0;2790,0;3009,341763;1,0;3062,0;24,0;179100,0;86,0;1434769,8339;1643347,1112;3381389,8343;946,0;18789,0;231840,0;8,0;1,0;3,0;12,0;75,0;298,2832;1279,0;980,7168;3,0;37,0;0,0;0,0;2785,0;187,0;0,0;2828,0;3402,222222222222;182,0;131,0;551,0;551,0;54,0;2787,0;2674,0;2674,0;2069,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230409,0;0,0;0,0;0,0;0,0;0,0;0,0;75,0;1349,5555;17,3334;1727,2222;0,0;0,0;0,0;3,0;2,0;6,0;12,0;59,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;47,0;0,0;0,0;0,0;0,0;09/04/2023;Dimanche;Avril;S14;2023;2023-Sem14;2023 - T2
20230410,0;0,0;0,0;0,0;0,0;0,0;0,0;76,0;1908,4445;264,4445;2403,7778;0,0;0,0;0,0;4,0;0,0;1,0;17,0;63,0;0,0;70,0;70,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,0;0,0;0,0;0,0;0,0;10/04/2023;Lundi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411,0;7087,0;6672,892219;2,0;6885,0;42,0;1118940,0;47,0;943588,9571;3960379,4261;5497618,7144;29352,0;87770,0;356275,0;2,0;2,0;6,0;10,0;32,0;444,4002;2357,0;1912,6165;7,0;73,0;0,0;0,0;7084,0;540,0;0,0;7437,0;7650,0;686,0;332,0;1441,0;1441,0;25,0;7083,0;6864,0;6864,0;5566,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412,0;6422,0;7136,239273;4,0;6186,0;53,0;1334100,0;33,0;1421226,9409;3616034,4474;5617828,1658;2687,0;52227,0;404081,0;0,0;2,0;2,0;7,0;25,0;443,7664;2365,0;1921,967;8,0;71,0;0,0;0,0;6409,0;522,0;0,0;6525,0;6873,333333333333;638,0;336,0;1278,0;1278,0;19,0;6419,0;6220,0;6220,0;4859,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413,0;6974,0;6268,860243;7,0;5601,0;69,0;1028280,0;89,0;937175,8002;3920260,0221;5444315,9323;3738,0;119339,0;352368,0;4,0;4,0;4,0;9,0;76,0;444,1833;2268,0;1823,85;11,0;74,0;0,0;0,0;6969,0;540,0;0,0;7325,0;6223,333333333334;633,0;316,0;1262,0;1262,0;52,0;6972,0;6764,0;6764,0;5253,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414,0;6109,0;6179,517816;2,0;5734,0;72,0;991499,0;76,0;1354466,7464;3433349,6629;5391536,9664;337,0;129562,0;353289,0;4,0;3,0;2,0;14,0;66,0;519,2658;2285,0;1765,7509;9,0;93,0;0,0;0,0;6104,0;476,0;0,0;6187,0;6371,111111111112;547,0;307,0;1133,0;1133,0;46,0;6109,0;5953,0;5953,0;4604,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415,0;3913,0;3815,47581;2,0;3509,0;26,0;371400,0;88,0;2547933,667;2355373,1107;5385391,7779;219,0;51261,0;340994,0;6,0;2,0;2,0;9,0;86,0;540,6499;2134,0;1593,4001;8,0;55,0;0,0;0,0;3909,0;272,0;0,0;3951,0;3898,8888888888887;249,0;175,0;716,0;716,0;57,0;3913,0;3797,0;3797,0;2777,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230416,0;0,0;0,0;0,0;0,0;0,0;0,0;115,0;1137,3333;99,1112;1386,2223;0,0;0,0;0,0;9,0;2,0;3,0;10,0;103,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,0;0,0;0,0;0,0;0,0;16/04/2023;Dimanche;Avril;S15;2023;2023-Sem15;2023 - T2
20230417,0;7129,0;5534,480625;7,0;6215,0;74,0;664980,0;67,0;1203453,0223;4101008,9447;5922818,9673;1501,0;110414,0;386307,0;8,0;4,0;4,0;7,0;58,0;445,9332;2255,0;1809,0668;8,0;79,0;0,0;0,0;7127,0;478,0;0,0;7284,0;6905,555555555556;680,0;341,0;1358,0;1358,0;40,0;7129,0;6915,0;6915,0;5425,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418,0;5590,0;5441,844689;5,0;5716,0;73,0;454740,0;79,0;1345134,1225;3181306,1423;5035941,8178;7205,0;94295,0;305121,0;4,0;2,0;5,0;6,0;71,0;422,4664;1942,0;1519,5336;6,0;82,0;0,0;0,0;5585,0;426,0;0,0;5741,0;6351,111111111111;491,0;235,0;1000,0;1000,0;51,0;5588,0;5447,0;5447,0;4065,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419,0;5813,0;5529,195365;2,0;5863,0;34,0;352320,0;126,0;1204953,6212;3407239,3938;5158516,7942;164,0;104025,0;327339,0;9,0;1,0;6,0;22,0;100,0;422,4168;1936,0;1513,6166;2,0;62,0;0,0;0,0;5810,0;357,0;0,0;5865,0;6514,444444444444;502,0;264,0;1050,0;1050,0;66,0;5813,0;5626,0;5626,0;4325,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230420,0;5658,0;4892,887544;4,0;5328,0;70,0;265740,0;109,0;518151,5686;3312553,6445;4310561,6585;18,0;113724,0;284806,0;4,0;4,0;3,0;20,0;89,0;447,1829;1710,0;1262,8171;4,0;76,0;0,0;0,0;5653,0;299,0;0,0;6120,0;5920,0;467,0;221,0;1016,0;1016,0;71,0;5656,0;5461,0;5461,0;4420,0;20/04/2023;Jeudi;Avril;S16;2023;2023-Sem16;2023 - T2
20230421,0;5521,0;4770,613243;5,0;5387,0;62,0;241080,0;99,0;837411,9469;3187932,0399;4453696,5419;103,0;44226,0;283731,0;7,0;6,0;4,0;16,0;79,0;428,4001;1712,0;1283,5999;6,0;77,0;0,0;0,0;5518,0;349,0;0,0;5627,0;5985,555555555556;429,0;234,0;942,0;942,0;49,0;5521,0;5353,0;5353,0;4078,0;21/04/2023;Vendredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230422,0;3225,0;3020,430433;4,0;3364,0;32,0;172920,0;127,0;1076469,6842;1771957,0259;3236887,0416;20,0;66194,0;247489,0;13,0;6,0;5,0;15,0;97,0;450,9998;1366,0;915,0002;5,0;45,0;0,0;0,0;3222,0;220,0;0,0;3268,0;3737,777777777778;196,0;120,0;567,0;567,0;59,0;3224,0;3123,0;3123,0;2272,0;22/04/2023;Samedi;Avril;S16;2023;2023-Sem16;2023 - T2
20230423,0;0,0;0,0;0,0;0,0;0,0;0,0;118,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;6,0;7,0;16,0;98,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;58,0;0,0;0,0;0,0;0,0;23/04/2023;Dimanche;Avril;S16;2023;2023-Sem16;2023 - T2
20230424,0;6613,0;6078,304329;3,0;6373,0;45,0;612600,0;103,0;1538470,6576;4451168,0005;5989638,6598;0,0;0,0;0,0;10,0;4,0;3,0;13,0;86,0;542,1836;2397,0;1854,8164;4,0;85,0;0,0;0,0;6602,0;345,0;0,0;6794,0;7081,111111111111;559,0;262,0;1137,0;1137,0;68,0;6607,0;6383,0;6383,0;4929,0;24/04/2023;Lundi;Avril;S17;2023;2023-Sem17;2023 - T2
20230425,0;5794,0;5917,54536;4,0;5886,0;59,0;497580,0;55,0;1353114,2299;3398683,6657;5303877,6712;255,0;75693,0;379209,0;5,0;2,0;7,0;7,0;44,0;451,1003;2046,0;1594,8997;4,0;54,0;0,0;0,0;5784,0;272,0;0,0;5841,0;6540,0;498,0;252,0;917,0;917,0;22,0;5787,0;5599,0;5599,0;4269,0;25/04/2023;Mardi;Avril;S17;2023;2023-Sem17;2023 - T2
